업종명,업소명,영업자,소재지(도로명),소재지(지번)
제과점영업,썬베이커리,임경철,경기도 포천시 소흘읍 솔모루로92번길 5,경기도 포천시 소흘읍 송우리 110번지 9호  
제과점영업,뚜레쥬르포천점,김순호,경기도 포천시 중앙로 133 (신읍동),경기도 포천시 신읍동 191번지 3호  
제과점영업,하나로베이커리,남기현,경기도 포천시 가산면 선마로 233,경기도 포천시 가산면 마산리 399번지 2호  
제과점영업,던킨도넛,윤형기,경기도 포천시 소흘읍 송우로30번길 2-2,경기도 포천시 소흘읍 송우리 192번지 2호  
제과점영업,미스터피자,박영미,경기도 포천시 소흘읍 송우로 41,경기도 포천시 소흘읍 송우리 160번지 10호  
제과점영업,달인의꿈(하루밀),금창호,경기도 포천시 중앙로 175 (신읍동),경기도 포천시 신읍동 11번지 2호  
제과점영업,몽블랑제포천송우점,임일순,경기도 포천시 소흘읍 솔모루로 9,경기도 포천시 소흘읍 송우리 730번지 60호  
제과점영업,허브베이커리,임옥,경기도 포천시 신북면 청신로947번길 35 (자동),경기도 포천시 신북면 삼정리 517번지 2호 자동 
제과점영업,허브베이커리,임옥,경기도 포천시 신북면 청신로947번길 35 (마동),경기도 포천시 신북면 삼정리 517번지 2호 마동 
제과점영업,파리바게뜨일동하나로점,김광수,경기도 포천시 일동면 화동로 1092,경기도 포천시 일동면 화대리 797번지 9호  
제과점영업,파리바게뜨,김종국 외 1명,경기도 포천시 중앙로 139  1층 (신읍동),경기도 포천시 신읍동 192번지 51호 1층 
제과점영업,필베이커리,김유진,경기도 포천시 일동면 운악청계로 1784,경기도 포천시 일동면 기산리 286번지 15호  
제과점영업,파리바게트 운천점,이호원,경기도 포천시 영북면 영북로 178,경기도 포천시 영북면 운천리 345번지 6호  
제과점영업,파리바게트,이서정,경기도 포천시 호국로 1005 (선단동),경기도 포천시 선단동 55번지 8호  
제과점영업,신세계푸드베이커리,김운아 외 1명,경기도 포천시 호국로 915  지하1층 (설운동),경기도 포천시 설운동 2번지  
제과점영업,파리바게트 포천 송우점,김상범,경기도 포천시 소흘읍 태봉로 156 (1층),경기도 포천시 소흘읍 송우리 726번지 18호 1층 
제과점영업,천안당 호두과자,송석호,경기도 포천시 소흘읍 호국로 279  1층,경기도 포천시 소흘읍 이동교리 374번지 24호 1층 
제과점영업,빵마루베이커리,이문섭,경기도 포천시 소흘읍 호국로484번길 70  1층,경기도 포천시 소흘읍 무봉리 184번지 8호  
제과점영업,맛있는 빵을 굽는 사람들,유성애,경기도 포천시 원앙로 13  1층 (신읍동),경기도 포천시 신읍동 46번지 13호 1층 
제과점영업,하나로 베이커리,이갑중,경기도 포천시 소흘읍 송우로 39,경기도 포천시 소흘읍 송우리 157번지 하나로마트 내 
제과점영업,꾸시꾸시 베이커리,김영억,경기도 포천시 소흘읍 호국로429번길 8  1층 103호,경기도 포천시 소흘읍 이동교리 95번지 1호  
제과점영업,깜빠뉴베이커리,고용현,경기도 포천시 소흘읍 솔모루로 46  1층,경기도 포천시 소흘읍 송우리 453번지 2호 1층 
제과점영업,르방베이커리,김유만,경기도 포천시 영북면 영북로177번길 11-1  1층,경기도 포천시 영북면 운천리 512번지 3호 1층 
제과점영업,아뜰리에베이커리,김형석,경기도 포천시 소흘읍 봉솔로 20  1층,경기도 포천시 소흘읍 송우리 430번지 30호  
제과점영업,하나로베이커리,이선중,경기도 포천시 영중면 양문로 106  1층 (영중농협하나로마트내),경기도 포천시 영중면 양문리 811번지   1층 영중농협하나로마트내 
제과점영업,카페블롱쉬,오현진,경기도 포천시 소흘읍 봉솔로5길 11,경기도 포천시 소흘읍 송우리 158번지 2호  
제과점영업,Pure bread(퓨어브레드),강지혜,경기도 포천시 신읍길 33  1층 (신읍동),경기도 포천시 신읍동 131번지 5호  
제과점영업,카페블롱쉬,오현진,경기도 포천시 호국로 1004-1  1층 (선단동),경기도 포천시 선단동 56번지 2호 외2필지  1층 
제과점영업,몬스터대왕카스테라 송우점,박만기,경기도 포천시 소흘읍 솔모루로 98-6  1층 4호,경기도 포천시 소흘읍 송우리 107번지 2호 외 2필지 
제과점영업,하나로베이커리,이갑중,경기도 포천시 호국로 1423  가동 1층 (어룡동  개성인삼농협하나로마트 내),경기도 포천시 어룡동 397번지 외4필지 
제과점영업,연화방제과,강동원,경기도 포천시 소흘읍 봉솔로4길 12  1층,경기도 포천시 소흘읍 송우리 155번지 12호  
제과점영업,타바티에르,서옥희,경기도 포천시 중앙로119번길 4  포천예원프라자 1층 150호 151호 (신읍동),경기도 포천시 신읍동 43번지 20호 외2필지 동원예원프라자 
제과점영업,뚜레쥬르 포천일동점,황정훈,경기도 포천시 일동면 화동로 1060-1  1층,경기도 포천시 일동면 기산리 83번지 113호 1층 
제과점영업,진스디저트카페(Jin's dessert&coffee),이은진,경기도 포천시 신북면 호국로 1886-9  1층,경기도 포천시 신북면 가채리 27번지  
제과점영업,솔브레드,이경숙,경기도 포천시 소흘읍 송우로 65  메듀파크 108호,경기도 포천시 소흘읍 송우리 729번지 7호 메듀파크 108호
제과점영업,신세계푸드 베이커리 포천점,김운아 외 1명,경기도 포천시 호국로 915  이마트포천점 내 지하1층 (설운동),경기도 포천시 설운동 2번지 이마트포천점 내  지하1층 
제과점영업,대진대 파리바게트 캠퍼스점,이서정,경기도 포천시 호국로 1007  대진대학교 학생회관 1층 (선단동),경기도 포천시 선단동 산 11번지 1호 외9필지  대진대학교 학생회관 1층 
제과점영업,수아베,조양순,경기도 포천시 일동면 화동로 996  1층,경기도 포천시 일동면 기산리 290번지 6호 (하나유통식자재마트 내) 
제과점영업,빵,이현철,경기도 포천시 소흘읍 죽엽산로 56  나동 1층,경기도 포천시 소흘읍 이가팔리 485번지 2호  
제과점영업,빵사부식빵공방,박선주,경기도 포천시 소흘읍 솔모루로 79  1층,경기도 포천시 소흘읍 송우리 186번지 주건축물제1동 
제과점영업,(주)지에스리테일GS수퍼포천점,허연수,경기도 포천시 중앙로 165  GS수퍼마켓 내 1층 (신읍동),경기도 포천시 신읍동 202번지 1호  
집단급식소 식품판매업,포천축협 미트빌사업단,양기원,경기도 포천시 신북면 중앙로 369,경기도 포천시 신북면 가채리 254번지 5호  
집단급식소 식품판매업,일동농업협동조합,김광수,경기도 포천시 일동면 화동로 1106,경기도 포천시 일동면 화대리 796번지  
집단급식소 식품판매업,맛샘김치. 300푸드,김남형,경기도 포천시 왕방로 98 (신읍동),경기도 포천시 신읍동 369번지 52호  
집단급식소 식품판매업,농업회사법인 (주)농가식품,임광규,경기도 포천시 소흘읍 민락로 636-31,경기도 포천시 소흘읍 이동교리 749번지 2호  
집단급식소 식품판매업,(주)한우리,임선종,경기도 포천시 소흘읍 윗용상길 51-1  1층,경기도 포천시 소흘읍 이동교리 247번지 2호 1층 
집단급식소 식품판매업,(주)유앤아이푸드,하애정,경기도 포천시 일동면 화동로888번길 28-35,경기도 포천시 일동면 기산리 682번지 5호 (보관시설682-6번지) 
집단급식소 식품판매업,농업회사법인 더만나식품주식회사,최규수,경기도 포천시 창수면 창동로 59-92,경기도 포천시 창수면 오가리 638번지  
집단급식소 식품판매업,(주)한일코리아,서영재,경기도 포천시 삼육사로 2070-24 (선단동),경기도 포천시 선단동 812번지 2호  
집단급식소 식품판매업,녹원유통,정용건,경기도 포천시 소흘읍 호국로484번길 70,경기도 포천시 소흘읍 무봉리 184번지 8호  
집단급식소 식품판매업,엠제이물산,안정민,경기도 포천시 포천로 1604  가동 1층 (신읍동),경기도 포천시 신읍동 178번지 13호 외2필지 가동  1층 
집단급식소 식품판매업,소흘농협하나로마트사업소,김재원,경기도 포천시 소흘읍 송우로 39 (소흘농협하나로마트),경기도 포천시 소흘읍 송우리 157번지 소흘농협하나로마트 
집단급식소 식품판매업,조은식품,오진숙,경기도 포천시 소흘읍 소흘로 88  1층,경기도 포천시 소흘읍 무봉리 210번지 2호 1층 
집단급식소 식품판매업,농업회사법인주식회사갑부김치,현대현,경기도 포천시 소흘읍 화합로264번길 79  가동 1층,경기도 포천시 소흘읍 송우리 588번지 1호 가동 1층 
집단급식소 식품판매업,아람푸드,서윤정,경기도 포천시 송선로151번길 67-10  나동 1층 (설운동),경기도 포천시 설운동 298번지 1층 나동 
집단급식소 식품판매업,다해랑,서형원,경기도 포천시 송선로151번길 67-10  나동 1층 (설운동),경기도 포천시 설운동 298번지 1층 나동 
집단급식소 식품판매업,(주)팜스코,정선우,경기도 포천시 소흘읍 소흘로 75-1  나동,경기도 포천시 소흘읍 무봉리 207번지 9호 외 1필지  나동 
집단급식소 식품판매업,두언유통,권재규,경기도 포천시 소흘읍 아랫용상길 24,경기도 포천시 소흘읍 이동교리 128번지 1호  
집단급식소 식품판매업,야채나라,장기용,경기도 포천시 내촌면 내촌로 41  1층,경기도 포천시 내촌면 내리 489번지 4호  
집단급식소 식품판매업,(주)케이마트,장경철,경기도 포천시 소흘읍 솔모루로92번길 5  가동 1층 (케이마트),경기도 포천시 소흘읍 송우리 110번지 9호 1층  가동 
집단급식소 식품판매업,(주)대신푸드,이민영,경기도 포천시 원동교길 179  가 나동 (동교동),경기도 포천시 동교동 584번지  
집단급식소 식품판매업,일조식품,임선채,경기도 포천시 내촌면 포천로14번길 2  1층,경기도 포천시 내촌면 내리 465번지 21호  
집단급식소 식품판매업,동두천포천키즈,임선영,경기도 포천시 왕방로 159  104동 101호 (신읍동  유한아파트),경기도 포천시 신읍동 143번지 4호 유한아파트 상가동 
건강기능식품일반판매업,유니베라포천대리점,박명순,경기도 포천시 포천로 1580  2층 (신읍동),경기도 포천시 신읍동 191번지 19호 2층 
건강기능식품일반판매업,아모레포천특약점,최태훈,경기도 포천시 중앙로 45 (신읍동 백천빌딩 2층),경기도 포천시 신읍동 81번지 2호 백천빌딩 2층 
건강기능식품일반판매업,마임,김금옥,경기도 포천시 중앙로119번길 31 (신읍동),경기도 포천시 신읍동 46번지 17호  
건강기능식품일반판매업,포천농협하나로마트,김광열,경기도 포천시 중앙로 175 (신읍동),경기도 포천시 신읍동 11번지 2호  
건강기능식품일반판매업,개성인삼농협,이영춘,경기도 포천시 호국로 1423 (어룡동),경기도 포천시 어룡동 397번지  
건강기능식품일반판매업,개성인삼농협,김인수,경기도 포천시 호국로 1423 (어룡동),경기도 포천시 어룡동 397번지  
건강기능식품일반판매업,농협은행(주)포천시지부,김현식,경기도 포천시 중앙로 93 (신읍동),경기도 포천시 신읍동 58번지 6호  
건강기능식품일반판매업,보광훼미리마트(포천이동점),권영근,경기도 포천시 이동면 화동로 2080,경기도 포천시 이동면 장암리 215번지 13호  
건강기능식품일반판매업,훼미리마트포천,송문희,경기도 포천시 구절초로 15 (신읍동),경기도 포천시 신읍동 29번지 3호  
건강기능식품일반판매업,훼미리마트포천중앙,송문희,경기도 포천시 포천로 1584 (신읍동),경기도 포천시 신읍동 191번지 47호  
건강기능식품일반판매업,코리아세븐,차영수,경기도 포천시 소흘읍 호국로 769,경기도 포천시 소흘읍 송우리 73번지 2호  
건강기능식품일반판매업,세븐일레븐(이동교리2호),주경남,경기도 포천시 소흘읍 호국로 297,경기도 포천시 소흘읍 이동교리 373번지 1호  
건강기능식품일반판매업,(주)태평양아모레 송우특약점,김정식,경기도 포천시 소흘읍 호국로 769,경기도 포천시 소흘읍 송우리 73번지 2호  
건강기능식품일반판매업,(주)우리바이오텍,박길현,경기도 포천시 군내면 유교로101번길 9,경기도 포천시 군내면 유교리 681번지 1호  
건강기능식품일반판매업,포천쎈타,박미영,경기도 포천시 중앙로149번길 9 (신읍동),경기도 포천시 신읍동 192번지 8호  
건강기능식품일반판매업,알로에마임,이연숙,경기도 포천시 영북면 영북로 189,경기도 포천시 영북면 운천리 506번지 58호  
건강기능식품일반판매업,영북농협하나로마트,신성균,경기도 포천시 영북면 영북로177번길 22,경기도 포천시 영북면 운천리 513번지 35호  
건강기능식품일반판매업,일동농협이동지점 하나로마트,박광근 외 1명,경기도 포천시 이동면 장암1길 19,경기도 포천시 이동면 장암리 508번지 2호  
건강기능식품일반판매업,일동농협하나로마트사업소,김광수,경기도 포천시 일동면 화동로 1092,경기도 포천시 일동면 화대리 797번지 9호  
건강기능식품일반판매업,(주)GS리테일,허연수,경기도 포천시 중앙로 165 (신읍동),경기도 포천시 신읍동 202번지 1호  
건강기능식품일반판매업,현대지에스마?,이창권,경기도 포천시 소흘읍 솔모루로 46-1,경기도 포천시 소흘읍 송우리 452번지 1호  
건강기능식품일반판매업,삼영상사,김현상,경기도 포천시 가산면 선마로 172,경기도 포천시 가산면 마산리 459번지 6호  
건강기능식품일반판매업,가산농협하나로마트,김창길,경기도 포천시 가산면 선마로 233,경기도 포천시 가산면 마산리 399번지 2호  
건강기능식품일반판매업,하이리빙(주),최용호,경기도 포천시 소흘읍 솔모루로169번길 8-10,경기도 포천시 소흘읍 송우리 38번지 1호  
건강기능식품일반판매업,(주)화인내츄럴,정학민,경기도 포천시 소흘읍 호국로 493-43,경기도 포천시 소흘읍 이동교리 126번지 6호  
건강기능식품일반판매업,(주)이마트에브리데이 신읍동점,이태경,경기도 포천시 호병로1길 3 (신읍동),경기도 포천시 신읍동 114번지 44호  
건강기능식품일반판매업,(주)윈플러스마트 포천점,유주열,경기도 포천시 호국로 959 (선단동),경기도 포천시 선단동 498번지 1호  
건강기능식품일반판매업,경희한의원,윤인수,경기도 포천시 중앙로110번길 4 (신읍동),경기도 포천시 신읍동 25번지 2호  
건강기능식품일반판매업,삼립,김상완 외 2명,경기도 포천시 중앙로119번길 4 (신읍동 예원프라자4층),경기도 포천시 신읍동 43번지 18호 예원프라자4층 
건강기능식품일반판매업,월드종합라이센스,김문갑,경기도 포천시 신북면 호국로 1886-27  101동 503호 (산호아파트),경기도 포천시 신북면 기지리 740번지 산호아파트 101동 503호
건강기능식품일반판매업,모닝클럽,임소연,경기도 포천시 일동면 화동로 1075  1층,경기도 포천시 일동면 기산리 91번지 1호  
건강기능식품일반판매업,월드종합라이센스,강순례, ,경기도 포천시 영중면 금주리 421번지 2호  
건강기능식품일반판매업,월드종합라이센스,양낙종,경기도 포천시 영중면 물안길 266-1,경기도 포천시 영중면 금주리 48번지  
건강기능식품일반판매업,다랭이,김대영,경기도 포천시 중앙로119번길 18 (신읍동),경기도 포천시 신읍동 47번지 37호  
건강기능식품일반판매업,아리따움(포천신읍점),김연숙,경기도 포천시 중앙로 109 (신읍동),경기도 포천시 신읍동 39번지 5호  
건강기능식품일반판매업,제일텍스,임근배,경기도 포천시 일동면 화동로918번길 5-42,경기도 포천시 일동면 기산리 505번지 3호  
건강기능식품일반판매업,(주)제이유백화점 제이유25마트 부인터점,박문태,경기도 포천시 소흘읍 호국로 327,경기도 포천시 소흘읍 이동교리 343번지 2호  
건강기능식품일반판매업,포천인삼영농조합법인,박창학,경기도 포천시 화현면 금강로 3983  나동,경기도 포천시 화현면 화현리 285번지 3호 나동 
건강기능식품일반판매업,반석바른자세운동원,최종환,경기도 포천시 중앙로110번길 4 (신읍동),경기도 포천시 신읍동 25번지 2호  
건강기능식품일반판매업,임팩트뉴트리션,오임택,경기도 포천시 가산면 오성길 120-15,경기도 포천시 가산면 금현리 799번지 1호  
건강기능식품일반판매업,한화호텔앤드리조트(주),문석,경기도 포천시 영북면 산정호수로 402,경기도 포천시 영북면 산정리 454번지 4호  
건강기능식품일반판매업,영북농업협동조합,이상용,경기도 포천시 영북면 영북로177번길 22,경기도 포천시 영북면 운천리 513번지 35호  
건강기능식품일반판매업,(주)글로벌푸드시스템,박상정,경기도 포천시 소흘읍 광릉수목원로 1115-21  나동 2층,경기도 포천시 소흘읍 이동교리 519번지 29호 나동 2층 
건강기능식품일반판매업,(주)스포탑,남기석,경기도 포천시 가산면 정금로392번길 54-89  다동 2층,경기도 포천시 가산면 금현리 48번지 24호 2층 다동 
건강기능식품일반판매업,홈플러스(주),임일순,경기도 포천시 소흘읍 솔모루로 9,경기도 포천시 소흘읍 송우리 730번지 60호  
건강기능식품일반판매업,금산식품,유상현,경기도 포천시 구절초로 20 (신읍동),경기도 포천시 신읍동 27번지 12호  
건강기능식품일반판매업,태평선식 송우점,진영희,경기도 포천시 소흘읍 솔모루로78번길 8,경기도 포천시 소흘읍 송우리 130번지 1호  
건강기능식품일반판매업,수진상사 오휘포천지사,이찬수,경기도 포천시 포천로 1618 (신읍동),경기도 포천시 신읍동 161번지 7호  
건강기능식품일반판매업,정관장 홍삼 송우점,이길수,경기도 포천시 소흘읍 호국로 571,경기도 포천시 소흘읍 송우리 494번지 1호  
건강기능식품일반판매업,드림포스,최성훈,경기도 포천시 소흘읍 송우로 53  207호 (우덕프라자),경기도 포천시 소흘읍 송우리 159번지 3호 우덕프라자 207호
건강기능식품일반판매업,포천인삼영농조합직판장,서효선,경기도 포천시 중앙로78번길 63  1층 (신읍동),경기도 포천시 신읍동 21번지 2호  
건강기능식품일반판매업,로하스원,박애란,경기도 포천시 소흘읍 송우로 63,경기도 포천시 소흘읍 송우리 729번지 8호  
건강기능식품일반판매업,긍정상사,강정애,경기도 포천시 정자동길 113  4동 401호 (선단동),경기도 포천시 선단동 241번지 2호  4동 401호
건강기능식품일반판매업,위티,박광희,경기도 포천시 영북면 운천로 26,경기도 포천시 영북면 운천리 516번지 1호  
건강기능식품일반판매업,마임,김희진,경기도 포천시 소흘읍 솔모루로 38,경기도 포천시 소흘읍 송우리 452번지 10호  
건강기능식품일반판매업,B.S.M(비에스엠),박용배,경기도 포천시 중앙로110번길 6 (신읍동  4층),경기도 포천시 신읍동 23번지 4호 (4층) 
건강기능식품일반판매업,허브아일랜드,임옥,경기도 포천시 신북면 청신로947번길 35  가동 (13필지),경기도 포천시 신북면 삼정리 517번지 2호 13필지 가동 
건강기능식품일반판매업,글로벌헬스키퍼,장기업,경기도 포천시 소흘읍 호국로 217-21  다동,경기도 포천시 소흘읍 이동교리 678번지  다동 
건강기능식품일반판매업,호민상사,류종선,경기도 포천시 소흘읍 솔모루로 124-25  2층,경기도 포천시 소흘읍 송우리 95번지 1호 2층 
건강기능식품일반판매업,송우지사,조진수,경기도 포천시 소흘읍 송우로 63  403호,경기도 포천시 소흘읍 송우리 729번지 8호  403호
건강기능식품일반판매업,한마음약국,김정미,경기도 포천시 중앙로 142-1 (신읍동),경기도 포천시 신읍동 197번지 6호  
건강기능식품일반판매업,신일로드,장종희,경기도 포천시 소흘읍 솔모루로 124-25  2층,경기도 포천시 소흘읍 송우리 95번지 1호 (2층) 
건강기능식품일반판매업,곽현주,곽현주,경기도 포천시 소흘읍 솔모루로 124-25,경기도 포천시 소흘읍 송우리 95번지 1호  
건강기능식품일반판매업,한국야쿠르트 포천점,유보선,경기도 포천시 원앙로31번길 14 (신읍동),경기도 포천시 신읍동 167번지 37호  
건강기능식품일반판매업,포천농협하나로마트,이영춘,경기도 포천시 중앙로 175 (신읍동),경기도 포천시 신읍동 11번지 2호  
건강기능식품일반판매업,산정호수,김현자,경기도 포천시 중앙로 101-1 (신읍동 (2층)),경기도 포천시 신읍동 35번지 14호 (2층) 
건강기능식품일반판매업,해피데이,김영배,경기도 포천시 소흘읍 솔모루로 124-25  2층,경기도 포천시 소흘읍 송우리 95번지 1호 (2층) 
건강기능식품일반판매업,한국암웨이IBO,이형구,경기도 포천시 일동면 화동로932번길 47-15,경기도 포천시 일동면 기산리 524번지  
건강기능식품일반판매업,한국암웨이IBO염용,염용,경기도 포천시 이동면 늠바위길 9  301호 (온양빌라),경기도 포천시 이동면 장암리 245번지 14호 온양빌라 301호
건강기능식품일반판매업,푸른메디컬,주영오,경기도 포천시 소흘읍 솔모루로78번길 5  3층,경기도 포천시 소흘읍 송우리 129번지 2호 3층 
건강기능식품일반판매업,선영,박선영,경기도 포천시 소흘읍 솔모루로 124-25  2층,경기도 포천시 소흘읍 송우리 95번지 1호 (2층) 
건강기능식품일반판매업,소호아시아마트,김상욱,경기도 포천시 소흘읍 솔모루로92번길 6-4  나동,경기도 포천시 소흘읍 송우리 110번지 105호  
건강기능식품일반판매업,스칼라인코리아,송유순,경기도 포천시 가산면 포천로912번길 101-1,경기도 포천시 가산면 마전리 525번지  
건강기능식품일반판매업,엘비,이재란,경기도 포천시 호국로 959  엘카운티A동 3층 (선단동),경기도 포천시 선단동 461번지 1호  
건강기능식품일반판매업,월드푸드,송인단,경기도 포천시 소흘읍 송우로 12,경기도 포천시 소흘읍 송우리 132번지  
건강기능식품일반판매업,푸르오,조혜자,경기도 포천시 소흘읍 솔모루로 124-25,경기도 포천시 소흘읍 송우리 95번지 1호  
건강기능식품일반판매업,윤옥자,윤옥자,경기도 포천시 소흘읍 솔모루로 124-25,경기도 포천시 소흘읍 송우리 95번지 1호  
건강기능식품일반판매업,아리따움 포천송우점,현미숙,경기도 포천시 소흘읍 솔모루로 84  103호,경기도 포천시 소흘읍 송우리 128번지 3호 외3필지 103호
건강기능식품일반판매업,우솔건강식품(Woosol Health Food),이윤호,경기도 포천시 소흘읍 죽엽산로 520-14,경기도 포천시 소흘읍 고모리 728번지 29호  
건강기능식품일반판매업,에스유통,손경미,경기도 포천시 소흘읍 솔모루로 124-25,경기도 포천시 소흘읍 송우리 95번지 1호  
건강기능식품일반판매업,이마트포천점(건강기능식품),이갑수,경기도 포천시 호국로 915 (설운동),경기도 포천시 설운동 2번지  
건강기능식품일반판매업,뷰티플렉스운천점,김효정,경기도 포천시 영북면 운천로9번길 9-2 ((1층)),경기도 포천시 영북면 운천리 506번지 24호 (1층) 
건강기능식품일반판매업,비타민허브다이어트,김찬미,경기도 포천시 소흘읍 솔모루로3번길 47,경기도 포천시 소흘읍 송우리 515번지  
건강기능식품일반판매업,일동양봉장,박상철,경기도 포천시 일동면 사리재5길 21-17  805호 (리버아파트),경기도 포천시 일동면 기산리 68번지 18호 리버아파트 805호
건강기능식품일반판매업,왕방산벌꿀,서정식, ,경기도 포천시 신북면 가채리 804번지 1호  
건강기능식품일반판매업,초록마을(포천송우점),최진수,경기도 포천시 소흘읍 송우로 63  106호 (삼화프라자),경기도 포천시 소흘읍 송우리 729번지 8호 삼화프라자 106호
건강기능식품일반판매업,하셀,유성열,경기도 포천시 일동면 화동로 1037  4층,경기도 포천시 일동면 기산리 89번지 3호 (4층) 
건강기능식품일반판매업,웰빙플러스,김진솔,경기도 포천시 중앙로110번길 6  1층 (신읍동),경기도 포천시 신읍동 23번지 4호 1층 
건강기능식품일반판매업,이마트포천점LG화장품,차석용,경기도 포천시 호국로 915  이마트LG화장품동 (설운동),경기도 포천시 설운동 2번지  
건강기능식품일반판매업,귀족다이어트,이선화,경기도 포천시 중앙로149번길 4 (신읍동),경기도 포천시 신읍동 201번지 20호  
건강기능식품일반판매업,송미,이시주까마미,경기도 포천시 소흘읍 태봉로 153  주공아파트3단지 315동 504호,경기도 포천시 소흘읍 송우리 727번지 2호 주공아파트3단지 315동 504호
건강기능식품일반판매업,홈플러스포천송우점LG화장품,차석용,경기도 포천시 소흘읍 솔모루로 9 (홈플러스내1층),경기도 포천시 소흘읍 송우리 730번지 60호 홈플러스내1층 
건강기능식품일반판매업,EM코리아 노원,김영국,경기도 포천시 소흘읍 솔모루로 66-7 (4층),경기도 포천시 소흘읍 송우리 140번지 10호 4층 
건강기능식품일반판매업,진군특공마트,국군복지단 양주지원본부장, ,경기도 포천시 창수면 고소성리 121번지  
건강기능식품일반판매업,진군통신마트,국군복지단 양주지원본부장, ,경기도 포천시 자작동 58번지 1호 나동 
건강기능식품일반판매업,아리스마트,국군복지단 양주지원본부장, ,경기도 포천시 자작동 399번지 1호  
건강기능식품일반판매업,제6189부대(매점),국군복지단일동지원본부장, ,경기도 포천시 신북면 심곡리 218번지 내무반(411.6m-건물) 
건강기능식품일반판매업,제9123부대(매점),국군복지단일동지원본부장,경기도 포천시 신북면 포천로 2128 (사무실(183.6m-건물)),경기도 포천시 신북면 심곡리 227번지 2호 사무실(183.6m-건물) 
건강기능식품일반판매업,제2756부대(매점),국군복지단일동지원본부장, ,경기도 포천시 신북면 심곡리 164번지 1호 (매점) 
건강기능식품일반판매업,제1633부대,국군복지단일동지원본부장,경기도 포천시 신북면 포천로 2076 (매점),경기도 포천시 신북면 심곡리 172번지 (매점) 
건강기능식품일반판매업,국군복지단일동지원본부8포병 충성마트,국군복지단일동지원본부장,경기도 포천시 내촌면 내진로 50  다동,경기도 포천시 내촌면 내리 566번지  
건강기능식품일반판매업,국군복지단 일동지원본부121공병대대,국군복지단일동지원본부장, ,경기도 포천시 이동면 연곡리 556번지 3호  
건강기능식품일반판매업,필승마트,국군복지단양주지원본부장, ,경기도 포천시 창수면 고소성리 산 4번지  
건강기능식품일반판매업,6공병여단마트,국군복지단 양주지원본부장,경기도 포천시 호국로883번길 90-29 (설운동),경기도 포천시 설운동 198번지 10호  
건강기능식품일반판매업,8사단81전차 충성마트,국군복지단일동지원본부장, ,경기도 포천시 이동면 연곡리 635번지  
건강기능식품일반판매업,5군단시설대대 충성마트,국군복지단일동지원본부장, ,경기도 포천시 이동면 연곡리 1141번지 2호 외4필지 
건강기능식품일반판매업,5공병 충성마트,국군복지단일동지원본부장,경기도 포천시 이동면 화동로 1747,경기도 포천시 이동면 연곡리 686번지  
건강기능식품일반판매업,충성마트,국군복지단일동지원본부장,경기도 포천시 일동면 화동로 1576,경기도 포천시 일동면 사직리 32번지 1호  
건강기능식품일반판매업,85 정비대마트,국군복지단일동지원본부장,경기도 포천시 일동면 화동로 815,경기도 포천시 일동면 유동리 285번지 1호  
건강기능식품일반판매업,천보산마트,국군복지단일동지원본부장,경기도 포천시 영중면 호국로 3272-1,경기도 포천시 영중면 성동리 317번지 2호  
건강기능식품일반판매업,번개마트,국군복지단일동지원본부장, ,경기도 포천시 영북면 야미리 373번지 2호  
건강기능식품일반판매업,국군복지단,국군복지단일동지원본부장, ,경기도 포천시 이동면 노곡리 370번지  
건강기능식품일반판매업,국군복지단,국군복지단일동지원본부장, ,경기도 포천시 이동면 노곡리 356번지  
건강기능식품일반판매업,국군복지단,국군복지단일동지원본부장, ,경기도 포천시 이동면 노곡리 306번지  
건강기능식품일반판매업,허브다이어트,송희선,경기도 포천시 소흘읍 송우로 53  306호 (우덕프라자),경기도 포천시 소흘읍 송우리 159번지 3호 우덕프라자 306호
건강기능식품일반판매업,8560부대마트,국군복지단일동지원본부장,경기도 포천시 영중면 전영로 1663,경기도 포천시 영중면 성동리 989번지 2호  
건강기능식품일반판매업,2355부대마트,송영자,경기도 포천시 일동면 영일로699번길 2-19,경기도 포천시 일동면 길명리 318번지 1호  
건강기능식품일반판매업,롯데쇼핑(주)롯데슈퍼포천일동점,강희태, ,경기도 포천시 일동면 기산리 82번지 37호 롯데슈퍼내 
건강기능식품일반판매업,국군복지단 일동지원본부 일동승진마트,국군복지단일동지원본부장,경기도 포천시 화현면 화동로 587,경기도 포천시 화현면 화현리 103번지 4호  
건강기능식품일반판매업,국군복지단 일동지원본부 일동병원마트,국군복지단일동지원본부장,경기도 포천시 화현면 화동로 564,경기도 포천시 화현면 화현리 14번지 2호  
건강기능식품일반판매업,썬허브카페,송충원,경기도 포천시 소흘읍 봉솔로 6-1,경기도 포천시 소흘읍 송우리 730번지 34호  
건강기능식품일반판매업,재훈상사,강선애,경기도 포천시 삼육사로 2127 (선단동),경기도 포천시 선단동 668번지 2호  
건강기능식품일반판매업,허브랑다이어트,김영아, ,경기도 포천시 영북면 운천리 516번지  
건강기능식품일반판매업,명품허브다이어트,조인순,경기도 포천시 영북면 운천로 16-1,경기도 포천시 영북면 운천리 513번지 18호  
건강기능식품일반판매업,이원바이오,이원일,경기도 포천시 가산면 정금로 121-42,경기도 포천시 가산면 정교리 369번지 9호  
건강기능식품일반판매업,(주)미애부,이윤복,경기도 포천시 이동면 성장로 753,경기도 포천시 이동면 노곡리 1220번지 11호  
