어린이집,도로명 주소,위도,경도,전화번호,관리기관,연장 보육반 설치 현황,데이터기준일자
어린왕자어린이집,"경기도 화성시 동탄지성로 405 111동 104호(기산동, 대우푸르지오)",37.22736997,127.0442714,031-302-6355,화성시 아동보육과,N,2020-03-27
참조아어린이집,"경기도 화성시 동탄지성로 294 201동 103호(기산동, 행복마을울트라참누리2단지아파트)",37.22012763,127.0526558,031-237-4523,화성시 아동보육과,Y,2020-03-27
하은어린이집,"경기도 화성시 동탄지성로 405 103동 101호(기산동, 대우푸르지오)",37.22817037,127.0437931,031-224-5745,화성시 아동보육과,N,2020-03-27
노란레몬어린이집,"경기도 화성시 동탄지성로 405 115동 105호(기산동, 대우푸르지오)",37.22673307,127.0450756,031-225-7156,화성시 아동보육과,N,2020-03-27
신나는어린이집,"경기도 화성시 한신대길 67 106동 106호(안녕동, 태안성호2차아파트)",37.19951222,127.0247981,031-235-6665,화성시 아동보육과,Y,2020-03-27
영아어린이집,"경기도 화성시 병점1로 65 103동 106호(병점동, 늘벗마을신창1차아파트)",37.20268033,127.0395517,031-231-9717,화성시 아동보육과,Y,2020-03-27
참맑은어린이집,경기도 화성시 봉담읍 삼천병마로 1321-10 103동 108호(동남메리트아파트),37.22303535,126.949084,070-7629-6333,화성시 아동보육과,Y,2020-03-27
한별어린이집,"경기도 화성시 병점4로 102 1008동 101호(진안동, 진안골마을주공10단지아파트)",37.21558693,127.0414908,031-235-7999,화성시 아동보육과,Y,2020-03-27
푸른나무어린이집,"경기도 화성시 효행로291번길 26 107동 104호(기안동, 신일해피트리)",37.22334085,126.9766979,031-226-3805,화성시 아동보육과,Y,2020-03-27
한사랑어린이집,"경기도 화성시 병점3로 88 303동 103호(병점동, 느치미마을주공뜨란채3단지아파트)",37.21017084,127.044172,031-221-6998,화성시 아동보육과,Y,2020-03-27
푸른별어린이집,"경기도 화성시 병점서로 8 112동 102호(병점동, 남수원두산아파트)",37.20545575,127.0416422,031-267-1410,화성시 아동보육과,Y,2020-03-27
하린어린이집,"경기도 화성시 봉담읍 삼천병마로 1256-18 106동 103호(상리, 청운마을신안인스빌아파트)",37.21727131,126.9482017,031-297-3273,화성시 아동보육과,N,2020-03-27
우주목아이어린이집,"경기도 화성시 동탄숲속로 68 872동 102호(능동, 숲속마을 자연앤데시앙아파트)",37.20628846,127.0543491,031-8003-3113,화성시 아동보육과,Y,2020-03-27
다하어린이집,"경기도 화성시 병점중앙로 230-10 105동 102호(진안동, 다람마을엘지태안자이)",37.21728764,127.0361042,031-224-1864,화성시 아동보육과,Y,2020-03-27
우리아이어린이집,"경기도 화성시 병점1로 65 112동 104호(병점동, 늘벗마을신창1차아파트)",37.20488133,127.0399553,031-307-3568,화성시 아동보육과,N,2020-03-27
사랑송송어린이집,"경기도 화성시 봉담읍 삼천병마로 1256-18 105동 105호(상리, 청운마을신안인스빌아파트)",37.21727131,126.9482017,031-297-5907,화성시 아동보육과,Y,2020-03-27
아이들사랑어린이집,"경기도 화성시 병점중앙로 230-10 102동 107호(진안동, 다람마을엘지태안자이)",37.21685179,127.0352954,031-225-3589,화성시 아동보육과,N,2020-03-27
수정어린이집,경기도 화성시 봉담읍 삼천병마로 1321-10 동남메리트아파트 수정마을 104-102,37.22301422,126.9503579,031-297-6957,화성시 아동보육과,Y,2020-03-27
아이숲어린이집,"경기도 화성시 병점1로 65 104동 101호(병점동, 늘벗마을신창1차아파트)",37.20341247,127.0400657,031-238-3537,화성시 아동보육과,Y,2020-03-27
생각이크는숲어린이집,"경기도 화성시 병점1로 65 116동 107호(병점동, 늘벗마을신창1차아파트)",37.20444463,127.0412426,031-890-7004,화성시 아동보육과,Y,2020-03-27
예쁜그림어린이집,"경기도 화성시 융건로 99 120동 101호(기안동, 풍성신미주)",37.22088099,126.98722,031-239-6075,화성시 아동보육과,Y,2020-03-27
호크마어린이집,"경기도 화성시 융건로 99 120동 104호(기안동, 풍성신미주)",37.22088099,126.98722,031-233-1230,화성시 아동보육과,Y,2020-03-27
꿈꾸는아이들어린이집,"경기도 화성시 병점1로 65 120동 103호(병점동, 늘벗마을신창1차아파트)",37.20362668,127.0418449,031-304-3475,화성시 아동보육과,N,2020-03-27
신미주어린이집,"경기도 화성시 융건로 99 115동 104호(기안동, 풍성신미주)",37.22207434,126.9859495,031-233-5080,화성시 아동보육과,Y,2020-03-27
아이콩콩어린이집,"경기도 화성시 동탄지성로 334 205동 102호(반월동, 삼성래미안2차아파트)",37.22308673,127.0509363,031-235-1105,화성시 아동보육과,Y,2020-03-27
동산몬테소리어린이집,"경기도 화성시 시청로 221 108동 104호(남양동, 대광아파트)",37.19351638,126.8368609,031-357-7022,화성시 아동보육과,N,2020-03-27
앙팡어린이집,"경기도 화성시 효행로 1075-10 1102동 105호(진안동, 진안골마을주공11단지아파트)",37.2169299,127.0437932,031-238-0324,화성시 아동보육과,N,2020-03-27
그린빌어린이집,"경기도 화성시 병점2로 78 408동 102호(병점동, 느치미마을주공뜨란채4단지아파트)",37.20751397,127.0447627,031-233-8852,화성시 아동보육과,Y,2020-03-27
동문지혜샘어린이집,"경기도 화성시 봉담읍 상봉길 35-8 105동 102호(상리, 호수마을동문굿모닝힐아파트)",37.21805755,126.9525241,031-298-6620,화성시 아동보육과,Y,2020-03-27
사과향기어린이집,"경기도 화성시 효행로 1075-10 1103동 102호(진안동, 진안골마을주공11단지아파트)",37.2170681,127.0445701,031-234-7999,화성시 아동보육과,Y,2020-03-27
예슬랑어린이집,"경기도 화성시 영통로27번길 53 212동 104호(반월동, 신영통현대2차아파트)",37.23137367,127.056535,031-205-7142,화성시 아동보육과,N,2020-03-27
시온어린이집,"경기도 화성시 병점3로 74 211동 103호(병점동,느치미마을주공아파트)",37.20932807,127.0406834,031-234-6735,화성시 아동보육과,N,2020-03-27
하늘빛어린이집,"경기도 화성시 시청로 221 111동 101호(남양동, 대광아파트)",37.19415974,126.8358525,031-355-1319,화성시 아동보육과,N,2020-03-27
작은숲아이들어린이집,"경기도 화성시 병점1로 82 105동 104호(병점동, 한신)",37.20303534,127.0427725,031-225-4550,화성시 아동보육과,Y,2020-03-27
아이세상어린이집,"경기도 화성시 동탄숲속로 68 873동 104호(능동, 숲속마을 자연앤데시앙)",37.20639382,127.0536047,031-8050-7142,화성시 아동보육과,N,2020-03-27
다섯콩어린이집,"경기도 화성시 동탄지성로 333 102동 103호(기산동, 삼성래미안1차아파트)",37.22250505,127.0496773,031-238-4102,화성시 아동보육과,Y,2020-03-27
선한어린이집,"경기도 화성시 동탄지성로 333 109동 102호(기산동, 삼성래미안1차아파트)",37.22214699,127.0479661,031-302-4032,화성시 아동보육과,Y,2020-03-27
대광아이사랑어린이집,"경기도 화성시 시청로 221 111동 102호(남양동, 대광아파트)",37.19415974,126.8358525,031-355-0877,화성시 아동보육과,Y,2020-03-27
예쁜어린이집,"경기도 화성시 10용사로 286 1011동 103호(능동, 송골마을 우남퍼스트빌2차아파트)",37.19883234,127.049187,031-308-8943,화성시 아동보육과,Y,2020-03-27
예솜몬테소리어린이집,"경기도 화성시 융건로 99 107동 103호(기안동, 풍성신미주)",37.22167595,126.9876204,031-234-7395,화성시 아동보육과,Y,2020-03-27
우주어린이집,"경기도 화성시 10용사로 286 1003동 102호(능동, 송골마을 우남퍼스트빌2차아파트)",37.19862951,127.0503713,031-224-3022,화성시 아동보육과,Y,2020-03-27
푸우창의존중어린이집,경기도 화성시 우정읍 조암서로13번길 11,37.08362593,126.8146422,031-358-0914,화성시 아동보육과,N,2020-03-27
열매어린이집,"경기도 화성시 동탄지성로 333 105동 102호(기산동, 삼성래미안1차아파트)",37.22286256,127.0488749,031-304-3851,화성시 아동보육과,N,2020-03-27
예린어린이집,"경기도 화성시 영통로27번길 53 211동 103호(반월동, 신영통현대2차아파트)",37.23129746,127.055442,031-205-4864,화성시 아동보육과,Y,2020-03-27
사랑숲어린이집,"경기도 화성시 영통로27번길 53 204동 104호(반월동, 신영통현대2차아파트)",37.23177209,127.0570174,031-204-2429,화성시 아동보육과,N,2020-03-27
또래나라어린이집,"경기도 화성시 효행로 229-11 111동 103호(기안동, 광도와이드빌아파트)",37.22667965,126.97548,031-234-3248,화성시 아동보육과,Y,2020-03-27
광도어린이집,"경기도 화성시 효행로 229-11 107동 102호(기안동, 광도와이드빌아파트)",37.22701983,126.9749478,031-233-2474,화성시 아동보육과,Y,2020-03-27
햇살어린이집,"경기도 화성시 태안로 85 103동 108호(병점동, 한일타운)",37.19864821,127.0388212,031-236-1004,화성시 아동보육과,Y,2020-03-27
은하수어린이집,"경기도 화성시 병점2로 35 114동 102호(병점동, 주공아파트)",37.20743565,127.0408188,031-232-9778,화성시 아동보육과,Y,2020-03-27
애기별어린이집,"경기도 화성시 영통로61번길 10 102동 104호(반월동, 신영통현대1차아파트)",37.23480399,127.0602916,031-203-8012,화성시 아동보육과,Y,2020-03-27
보배로운어린이집,"경기도 화성시 영통로61번길 10 111동 101호(반월동, 신영통현대1차아파트)",37.23464841,127.0596612,031-204-7722,화성시 아동보육과,Y,2020-03-27
별빛어린이집,"경기도 화성시 태안로 50 303동 104호(병점동, 송화마을우남퍼스트빌3차아파트)",37.19840785,127.0419215,031-239-3830,화성시 아동보육과,N,2020-03-27
솜사탕어린이집,"경기도 화성시 향남읍 발안남로 64 111동 101호(발안리, 우림필유아파트)",37.12985706,126.9043342,031-353-0316,화성시 아동보육과,Y,2020-03-27
기안우림어린이집,"경기도 화성시 효행로265번길 17 101동 102호(기안동, 우림그린빌리지)",37.22547093,126.9732565,031-221-2036,화성시 아동보육과,Y,2020-03-27
꼬마숲어린이집,"경기도 화성시 병점서로 8 106동 102호(병점동, 남수원두산아파트)",37.20460201,127.0423123,031-226-0396,화성시 아동보육과,N,2020-03-27
두리어린이집,"경기도 화성시 병점2로 35 110동 104호(병점동, 주공아파트)",37.20691036,127.0401797,031-225-4862,화성시 아동보육과,Y,2020-03-27
플레이트리어린이집,경기도 화성시 송산면 송산동로 132-33,37.22370692,126.7454638,031-356-4552,화성시 아동보육과,N,2020-03-27
대창아이사랑어린이집,"경기도 화성시 병점2로 15 103동 106호(병점동, 대창아파트)",37.20673199,127.0383551,031-223-3534,화성시 아동보육과,N,2020-03-27
늘푸른어린이집,경기도 화성시 배양북길32번길 18-11,37.22359398,126.9955654,031-222-3997,화성시 아동보육과,N,2020-03-27
또래어린이집,"경기도 화성시 팔탄면 삼천병마로 584 101동 106호(가재리, 진우)",37.1611935,126.9307245,031-354-5519,화성시 아동보육과,Y,2020-03-27
시립아이원어린이집,경기도 화성시 동탄대로1길 20 관리동,37.16113411,127.1043391,031-375-0120,화성시 아동보육과,N,2020-03-27
시립동원목동어린이집,경기도 화성시 동탄순환대로19길 21 관리동,37.18844385,127.1227643,031-307-5678,화성시 아동보육과,N,2020-03-27
시립별빛수노을어린이집,경기도 화성시 수노을1로 107,37.28920908,126.8180278,031-8043-5300,화성시 아동보육과,N,2020-03-27
시립솔빛어린이집,경기도 화성시 동탄반석로 70,37.19613277,127.0748262,031-8003-6468,화성시 아동보육과,N,2020-03-27
시립중흥에코밸리어린이집,경기도 화성시 동부대로 951,37.18569923,127.0863538,031-372-6992,화성시 아동보육과,N,2020-03-27
시립해솔뷰엘어린이집,경기도 화성시 남양읍 역골중앙로 118,37.20971916,126.8280978,031-8043-5581,화성시 아동보육과,N,2020-03-27
시립현대어린이집,경기도 화성시 동탄대로4길 123,37.16268127,127.1198627,031-378-9985,화성시 아동보육과,Y,2020-03-27
시립호수우미어린이집,경기도 화성시 동탄대로 181 관리동,37.17195638,127.1059386,031-305-1230,화성시 아동보육과,N,2020-03-27
시립새솔요진어린이집,경기도 화성시 수노을1로 147,37.28660409,126.8211649,031-356-7027,화성시 아동보육과,Y,2020-03-27
시립송산리첼어린이집,경기도 화성시 수노을중앙로 257,37.27696155,126.8262936,031-8050-8406,화성시 아동보육과,Y,2020-03-27
시립꿈노을어린이집,경기도 화성시 수노을1로 108,37.28898065,126.8159315,031-8050-8937,화성시 아동보육과,Y,2020-03-27
시립동탄호수어린이집,경기도 화성시 동탄순환대로9길 12,37.16764642,127.1165601,031-8050-8286,화성시 아동보육과,Y,2020-03-27
시립레이크힐어린이집,경기도 화성시 동탄순환대로10길 88,37.1658942,127.1296345,031-377-0140,화성시 아동보육과,Y,2020-03-27
시립맘e편한어린이집,경기도 화성시 봉담읍 상리1길 127,37.2286259,126.9398787,031-893-8551,화성시 아동보육과,Y,2020-03-27
시립숲속처음어린이집,경기도 화성시 동탄대로24가길 30,37.21624565,127.1151083,031-372-6786,화성시 아동보육과,N,2020-03-27
시립아이파크아이사랑어린이집,경기도 화성시 동탄대로4길 143,37.15974704,127.1212289,031-8050-8305,화성시 아동보육과,Y,2020-03-27
시립호수공원어린이집,경기도 화성시 동탄순환대로8길 14,37.16509733,127.1088689,031-8050-8904,화성시 아동보육과,N,2020-03-27
시립힐스어린이집,경기도 화성시 동탄순환대로19길 59,37.18590402,127.1206138,031-373-3451,화성시 아동보육과,Y,2020-03-27
시립엘크루어린이집,경기도 화성시 동탄대로1길 96,37.16261696,127.0950057,031-372-5207,화성시 아동보육과,Y,2020-03-27
시립행복어린이집,경기도 화성시 동탄순환대로2길 13,37.16353287,127.0939759,031-378-7207,화성시 아동보육과,Y,2020-03-27
시립향남공원어린이집,경기도 화성시 향남읍 상신하길로 64 근린공원 내,37.10020817,126.8969139,031-366-2335,화성시 아동보육과,Y,2020-03-27
시립동탄호수사랑어린이집,경기도 화성시 동탄순환대로7길 21 더레이크시티부영4단지 관리동 내,37.1667895,127.1081167,031-8050-9050,화성시 아동보육과,Y,2020-03-27
시립송린어린이집,경기도 화성시 수노을2로 150 송린이음터 내,37.27732756,126.8225116,031-8055-7707,화성시 아동보육과,Y,2020-03-27
시립호수에듀하이어린이집,경기도 화성시 동탄순환대로17길 31 관리동,37.1749158,127.1150139,031-8050-8999,화성시 아동보육과,Y,2020-03-27
시립한화꿈에그린어린이집,경기도 화성시 동탄대로시범길 20 관리동,37.19831155,127.1053284,031-375-6524,화성시 아동보육과,Y,2020-03-27
시립계수나무어린이집,경기도 화성시 동탄대로4길 17 동탄금호1차 관리동,37.16351755,127.1081674,031-8043-3380,화성시 아동보육과,Y,2020-03-27
시립동탄파크자이어린이집,경기도 화성시 동탄대로24길 117,37.2128224,127.1129843,031-374-5504,화성시 아동보육과,Y,2020-03-27
시립동탄파크푸르지오어린이집,경기도 화성시 동탄대로24가길 7,37.21815655,127.1095757,031-377-9920,화성시 아동보육과,Y,2020-03-27
시립동탄한신더휴어린이집,경기도 화성시 동탄순환대로20길 70,37.18712958,127.1261734,031-8043-1025,화성시 아동보육과,Y,2020-03-27
시립어울림2차어린이집,경기도 화성시 동탄대로1길 32 관리동 어린이집,37.16235583,127.1030826,031-8043-7595,화성시 아동보육과,N,2020-03-27
시립포스코더샵어린이집,경기도 화성시 동탄대로10길 20,37.17490128,127.1078383,031-8043-3669,화성시 아동보육과,N,2020-03-27
시립수노을어린이집,경기도 화성시 수노을중앙로 178 새솔동주민센터내,37.2812001,126.8187769,031-357-1543,화성시 아동보육과,N,2020-03-27
시립경남아너스빌어린이집,경기도 화성시 동탄순환대로20길 69,37.18597704,127.1265734,031-375-7542,화성시 아동보육과,Y,2020-03-27
시립더사랑어린이집,경기도 화성시 동탄감배산로 19,37.18878199,127.0889284,031-8077-9675,화성시 아동보육과,Y,2020-03-27
시립동탄역센트럴상록어린이집,경기도 화성시 동탄대로22길 9,37.20826204,127.1023239,031-8077-9672,화성시 아동보육과,Y,2020-03-27
시립목동어린이집,경기도 화성시 동탄순환대로20길 44,37.18926816,127.1268839,031-8077-9799,화성시 아동보육과,Y,2020-03-27
시립베라체어린이집,경기도 화성시 동탄순환대로20길 13,37.19243431,127.1247275,031-375-0573,화성시 아동보육과,Y,2020-03-27
시립영천어린이집,경기도 화성시 동탄영천로 92,37.21082753,127.1039671,031-8055-7992,화성시 아동보육과,Y,2020-03-27
시립이지수노을 어린이집,경기도 화성시 수노을1로 191,37.28573884,126.8227521,031-356-6860,화성시 아동보육과,Y,2020-03-27
시립하랑어린이집,경기도 화성시 남양읍 시청로102번길 51 관리동,37.19818293,126.8204814,031-355-7065,화성시 아동보육과,Y,2020-03-27
시립동탄호수보듬이나눔이어린이집,경기도 화성시 동탄대로8길 46,37.17055982,127.1115891,031-372-5050,화성시 아동보육과,Y,2020-03-27
시립산척어린이집,"경기도 화성시 동탄순환대로1길 64 (송동, 동탄레이크자이더테라스)",37.16900494,127.0967626,031-372-3324,화성시 아동보육과,Y,2020-03-27
시립동탄푸르지오어린이집,경기도 화성시 동탄순환대로26길 81,37.21173306,127.1189631,031-378-5147,화성시 아동보육과,N,2020-03-27
시립영천제2어린이집,경기도 화성시 동탄대로24가길 27,37.21812717,127.1143661,031-375-3506,화성시 아동보육과,Y,2020-03-27
시립봉담제1어린이집,경기도 화성시 봉담읍 상리3길 135,37.22581192,126.9530316,031-297-5511,화성시 아동보육과,Y,2020-03-27
시립봉담제2어린이집,경기도 화성시 봉담읍 상리1길 37,37.2226212,126.943406,031-294-7942,화성시 아동보육과,Y,2020-03-27
시립도이장애전문어린이집,경기도 화성시 향남읍 도이1길 104,37.13644607,126.9206418,031-831-8782,화성시 아동보육과,Y,2020-03-27
시립서봉제4어린이집,경기도 화성시 향남읍 상신하길로 35,37.09773507,126.8962809,031-354-3826,화성시 아동보육과,Y,2020-03-27
시립서부복합어린이집,경기도 화성시 남양읍 시청로 155 시립서부복합어린이집(모두누림센터 내),37.19880682,126.8287241,031-355-0664,화성시 아동보육과,Y,2020-03-27
시립동탄행복어린이집,경기도 화성시 동탄기흥로277번길 12 시립동탄행복어린이집,37.18603339,127.0917374,031-377-8501,화성시 아동보육과,Y,2020-03-27
시립남양9단지어린이집,경기도 화성시 남양읍 남양중앙로 316,37.20906436,126.835057,031-356-2512,화성시 아동보육과,N,2020-03-27
시립호반더클래스어린이집,경기도 화성시 동탄순환대로22길 45,37.19859066,127.1189953,031-377-7977,화성시 아동보육과,Y,2020-03-27
시립동탄어린이집,경기도 화성시 동탄대로시범길 117,37.19920579,127.111341,031-374-6073,화성시 아동보육과,Y,2020-03-27
시립남양4단지어린이집,경기도 화성시 남양읍 시청로45번길 96 시립남양4단지 어린이집,37.21033111,126.8295123,031-356-8767,화성시 아동보육과,Y,2020-03-27
시립서봉제3어린이집,경기도 화성시 향남읍 상신하길로273번길 60 LH 서봉마을 5단지,37.11529136,126.9063505,031-8059-7955,화성시 아동보육과,Y,2020-03-27
시립동탄4단지어린이집,경기도 화성시 동탄순환대로24길 101,37.20450459,127.1192135,031-8077-2077,화성시 아동보육과,Y,2020-03-27
시립반월뷰파크어린이집,경기도 화성시 동탄원천로 382-37,37.22125891,127.0562561,031-235-3004,화성시 아동보육과,Y,2020-03-27
시립서봉제1어린이집,경기도 화성시 향남읍 상신하길로356번길 15 서봉마을1단지아파트 관리동어린이집,37.12054174,126.9144368,031-8047-4912,화성시 아동보육과,Y,2020-03-27
시립서봉제2어린이집,경기도 화성시 향남읍 상신하길로356번길 29-16 서봉마을2단지아파트 관리동어린이집,37.11995709,126.9165238,031-8047-6221,화성시 아동보육과,Y,2020-03-27
시립구문천어린이집,경기도 화성시 향남읍 발안공단로5길 14,37.08568387,126.9053439,031-353-9136,화성시 아동보육과,Y,2020-03-27
시립반송보듬이나눔이어린이집,경기도 화성시 동탄반석로 31,37.19328295,127.0769605,031-8003-7952,화성시 아동보육과,Y,2020-03-27
시립매송어린이집,경기도 화성시 매송면 매송로360번길 13 휴먼시아 관리동,37.26690763,126.8801019,031-296-3339,화성시 아동보육과,Y,2020-03-27
시립나래울어린이집,경기도 화성시 여울로2길 33 나래울1.2층 시립나래울어린이집,37.20516925,127.0515722,031-8003-6223,화성시 아동보육과,Y,2020-03-27
시립반송어린이집,경기도 화성시 노작로 134 동탄복합문화센터1층,37.20070358,127.0750147,031-8015-5290,화성시 아동보육과,Y,2020-03-27
시립기아어린이집,경기도 화성시 우정읍 기아자동차로 559 (카렌스센타),37.06470194,126.7956116,031-351-5015,화성시 아동보육과,Y,2020-03-27
시립향남6단지어린이집,경기도 화성시 향남읍 행정남로 99-16 한우물마을 휴먼시아 6단지 관리동 1층,37.1241354,126.9174936,031-8059-1471,화성시 아동보육과,Y,2020-03-27
시립향남5단지어린이집,경기도 화성시 향남읍 행정남로 99-15 휴먼시아 5단지 시립향남5단지 어린이집,37.12478135,126.9168695,031-354-2698,화성시 아동보육과,Y,2020-03-27
시립새강어린이집,경기도 화성시 동탄중앙로 99 휴먼시아  관리동,37.19221707,127.0688427,031-8015-3534,화성시 아동보육과,Y,2020-03-27
시립향남어린이집,경기도 화성시 향남읍 행정서로3길 54-8,37.13042612,126.9191003,031-354-1441,화성시 아동보육과,Y,2020-03-27
시립능동어린이집,경기도 화성시 동탄원천로 315-17,37.21386006,127.0591171,031-613-5396,화성시 아동보육과,Y,2020-03-27
시립숲속어린이집,경기도 화성시 동탄숲속로 69-30,37.20967012,127.0571241,031-8015-0170,화성시 아동보육과,Y,2020-03-27
시립능동제1어린이집,"경기도 화성시 동탄원천로 338-10 (능동, 동탄능동마을 주공아파트)",37.21646128,127.0605108,031-8015-1599,화성시 아동보육과,N,2020-03-27
시립숲속제3어린이집,"경기도 화성시 동탄숲속로 69 관리동 (능동, 숲속마을 자연앤경남아너스빌)",37.21021138,127.0548331,031-8003-5761,화성시 아동보육과,N,2020-03-27
시립숲속제5어린이집,"경기도 화성시 동탄숲속로 103 관리동(능동, 동탄숲속마을 자연앤경남아너스빌)",37.20705579,127.0594722,031-8015-2036,화성시 아동보육과,Y,2020-03-27
시립향남7단지어린이집,경기도 화성시 행정동로 101 (향남시범 복사꽃마을 휴먼시아),37.13396675,126.9242522,031-352-4391,화성시 아동보육과,Y,2020-03-27
시립능동제5어린이집,"경기도 화성시 동탄지성로 150-12 관리동 (능동, 동탄능동마을 주공아파트)",37.21067243,127.0600147,031-8015-0311,화성시 아동보육과,Y,2020-03-27
시립진안어린이집,경기도 화성시 병점동로148번길 12,37.2167379,127.0384406,031-225-9605,화성시 아동보육과,Y,2020-03-27
시립동화1단지어린이집,"경기도 화성시 봉담읍 동화길 81-13 101동(, 휴먼시아동화마을1단지아파트)",37.21805807,126.9585203,031-298-2934,화성시 아동보육과,Y,2020-03-27
시립동화2단지어린이집,"경기도 화성시 봉담읍 동화새터길 89 203동(, 휴먼시아동화마을2단지아파트)",37.21820279,126.9606044,031-298-0042,화성시 아동보육과,N,2020-03-27
시립동화3단지어린이집,경기도 화성시 동화새터길 121 휴먼시아주공3단지 관리동어린이집,37.21646346,126.9626681,031-278-2838,화성시 아동보육과,N,2020-03-27
시립삼봉어린이집,경기도 화성시 봉담읍 삼천병마로 1256-8 삼봉마을 주공아파트 관리동,37.21806916,126.9472604,031-298-2916,화성시 아동보육과,Y,2020-03-27
시립능동7단지어린이집,"경기도 화성시 동탄원천로 315-13 736동(능동, 동탄능동마을 주공아파트)",37.2133551,127.0614981,031-8050-8887,화성시 아동보육과,Y,2020-03-27
시립아름어린이집,경기도 화성시 효행로707번길 7 아름마을 신한미지엔 관리동,37.20077511,127.007369,031-223-7908,화성시 아동보육과,Y,2020-03-27
시립화성어린이집,경기도 화성시 화산중앙로 16-1 근로자종합복지관 1층,37.20659413,127.0151296,031-223-0763,화성시 아동보육과,Y,2020-03-27
우방솜사탕어린이집,경기도 화성시 봉담읍 수영로 60-10 우방아이유쉘1단지 관리동,37.23750817,126.9561039,031-293-4145,화성시 아동보육과,N,2020-03-27
자연숲어린이집,경기도 화성시 남양읍 남양천로 17 관리동 1층,37.20964398,126.8212351,031-356-7774,화성시 아동보육과,Y,2020-03-27
하얀꿈어린이집,경기도 화성시 병점4로 103 관리동 1층,37.21819285,127.0393898,031-232-0908,화성시 아동보육과,N,2020-03-27
보리어린이집,경기도 화성시 남양읍 역골중앙로41번길 1 (남양리),37.20352018,126.8285584,031-356-0100,화성시 아동보육과,Y,2020-03-27
파크자이어린이집,경기도 화성시 서동탄로 11 관리동,37.20167409,127.0474347,031-239-1113,화성시 아동보육과,Y,2020-03-27
한신에듀파크어린이집,경기도 화성시 봉담읍 와우로 18 봉담한신더휴에듀파크아파트 관리동,37.21472057,126.965949,031-222-7890,화성시 아동보육과,N,2020-03-27
우미린어린이집,"경기도 화성시 동탄대로 469-12 관리동(오산동, 동탄역 린스트라우스)",37.19585881,127.0970254,070-7625-7625,화성시 아동보육과,Y,2020-03-27
I-KEYUM동탄어린이집,"경기도 화성시 동탄대로2길 49 관리동(장지동, 동탄2 롯데캐슬)",37.15776389,127.1101004,031-376-9269,화성시 아동보육과,Y,2020-03-27
반도7차라온어린이집,"경기도 화성시 동탄광역환승로 63 관리동(오산동, 동탄역 반도유보라 아이비파크 7.0)",37.20235809,127.0891928,031-8050-5235,화성시 아동보육과,Y,2020-03-27
동원로얄어린이집,"경기도 화성시 동탄첨단산업2로 14 관리동(영천동, 동탄역 동원로얄듀크1차)",37.21030815,127.1023019,031-374-2306,화성시 아동보육과,N,2020-03-27
더레이크시티3단지부영사랑으로어린이집,"경기도 화성시 동탄산척로 92 관리동(산척동, 더레이크시티부영3단지)",37.17168936,127.109691,031-376-3037,화성시 아동보육과,N,2020-03-27
파크빅스맘어린이집,경기도 화성시 동탄지성로 319-19 관리동,37.21978921,127.0466276,031-221-0061,화성시 아동보육과,N,2020-03-27
아름솔어린이집,"경기도 화성시 동탄순환대로12길 85 관리동(산척동, 그린힐 반도유보라 아이비파크 10)",37.16627798,127.1312996,031-375-1671,화성시 아동보육과,Y,2020-03-27
더레이크시티2단지부영사랑으로어린이집,"경기도 화성시 동탄산척로 124 관리동(산척동, 더레이크시티부영2단지)",37.17125569,127.1148973,031-376-7768,화성시 아동보육과,N,2020-03-27
더레이크시티1단지부영사랑으로어린이집,"경기도 화성시 동탄순환대로11길 20 관리동(산척동, 더레이크시티부영1단지)",37.17062133,127.1166352,031-374-2025,화성시 아동보육과,Y,2020-03-27
화성향남6단지부영사랑으로어린이집,경기도 화성시 향남읍 상신하길로 295 향남부영6단지 관리동,37.11505896,126.9085472,031-366-2777,화성시 아동보육과,N,2020-03-27
에듀밸리사랑으로어린이집,"경기도 화성시 동탄대로24길 199 관리동(영천동, 동탄 에듀밸리 사랑으로 부영아파트)",37.20591035,127.1162877,031-831-8840,화성시 아동보육과,Y,2020-03-27
해아어린이집,경기도 화성시 봉담읍 와우로15번길 10 관리소 1층,37.21510211,126.9706236,031-237-2228,화성시 아동보육과,Y,2020-03-27
향남반디어린이집,경기도 화성시 향남읍 상신하길로273번길 57  모아미래도 관리동,37.11578422,126.902182,031-354-2782,화성시 아동보육과,Y,2020-03-27
동탄역반도어린이집,"경기도 화성시 동탄광역환승로 73 관리동(오산동, 동탄역 반도유보라 아이비파크 8.0)",37.20192292,127.0910771,031-376-8879,화성시 아동보육과,Y,2020-03-27
아이리더어린이집,경기도 화성시 남양읍 남양천로 45 시티프라디움2차 아파트 관리동,37.20991755,126.8217849,031-8077-9966,화성시 아동보육과,Y,2020-03-27
아이유쉘어린이집,경기도 화성시 안녕남로 246-21 관리동,37.20293118,127.0077832,031-236-1917,화성시 아동보육과,N,2020-03-27
I-KEYUM반월어린이집,"경기도 화성시 효행로 1338-44 관리동 (반월동, 신동탄 롯데캐슬)",37.22888357,127.0681267,031-8067-5353,화성시 아동보육과,N,2020-03-27
호반햇살가득어린이집,"경기도 화성시 동탄순환대로20길 104 관리동(목동, 호반베르디움22단지)",37.18415625,127.1237433,031-8077-9397,화성시 아동보육과,Y,2020-03-27
