시군명,명칭,분류명,소개
포천시,포천 진군교,차량도로,포천시 창수면 영평천을 건너는 200m 길이의 다리
포천시,포천 자원봉사센터/청소년상담지원센터,복지시설,포천시내 자원봉사센터와 청소년상담지원센터가 같이 있는 신축건물
포천시,포천 오가리양수장,위험물/분뇨쓰레기처리시설,포천시 창수면 오가리 영평천변에 위치한 가동되지 않는 양수장
포천시,포천 영평천,자연,포천시 영중면에서 한탄강까지 흐르는 30.9km 길이의 강
포천시,포천 시내전경,도시,포천 시내모습과 전경
포천시,포천 소흘읍폐공장,공장관련시설,포천시 소흘읍 초가팔리에 위치한 방치된 폐창고
포천시,포천 소흘읍염색공장,공장관련시설,포천시 소흘읍 초가팔교 건너편 뚝방옆에 위치한 낡은 염색공장
포천시,포천 소흘읍비닐하우스길,차량도로,포천시 소흘읍 초가팔리 200m 정도 늘어선 비닐하우스 길
포천시,포천 복장대교,차량도로,포천시 어룡동에 위치한 왕복2차선 작은 다리
포천시,포천 창옥굴,차량도로,포천시 창수면 보장산 중턱에 바위로 이루어진 80m 길이의 터널
포천시,포천 반월산성지,문화재,삼국시대에 쌓은 성
포천시,포천 금수정,민속/기타,영평천으로 둘러싸인 영평8경중 하나
포천시,포천 반월아트홀,문화시설,현대적 감각의 건축형태로 대규모의 공연장과 갤러리 다목적홀
포천시,포천 시립일동도서관,교육연구시설,구 일동면사무소를 도서관으로 리모델링
포천시,포천 일고등학교,교육연구시설,도로변에 위치한 포천일고 학교내 운동장 강당 분수대 등이 위치해있다.
포천시,연천 동막골계곡,자연,기암괴석과 자연림이 어우러진 계곡
포천시,포천 국립수목원,관광휴게시설,자생식물의 보존과 자연학습교육을 위해 산림청에서 관리하는 수목원
포천시,포천 기리나모형자동차경주장,운동시설,무선조종 모형자동차의 조종과 관람을 즐길 수 있는 경주장
포천시,포천 뷰식물원,문화시설,조경회사 우리꽃 소유의 33만제곱미터 규모의 식물원
포천시,포천 산정호수,관광휴게시설,포천의 대표적 관광명소로써 1925년에 농업용수로 이용하기 위해 담수를 목적으로 축조된 저수지
포천시,포천 영그린하우스,농/축산/수산/원예시설,"꽃과 허브, 야생화를 재배하여 납품을 하고 화단을 가꾸어 체험학습을 할 수 있는 복합 관광농원"
포천시,포천 카페더나무,일반생활시설,86번국도변에 위치한 2층 규모의 통나무형 카페
포천시,포천 포프라자 스튜디오,,"약 240여평의 넓은 스튜디오 공간, 천장 높이 10m로 다양한 촬영 및 자유로운 연출기법이 가능한 (A:85,B:70,C:90)평형 공간 및 국내 최초 수중촬영 스튜디오, 메이크업실, 소품실, 광고기획실, 구내식당이 준비되어있다."
포천시,포천 푸른언덕,관광휴게시설,"아름다운 조경과 별장같은 숙박시설, 최첨단 교육시설 등을 갖추어 야외 촬영지로 각광받는 리조트"
포천시,포천 허브아일랜드,문화시설,포천에 위치하여 다양한 종의 허브를 재배하고 관련 상품을 판매하는 농장
포천시,포천시 폐공장,공장관련시설,포천시 신북면 신평리 장자마을 행복학습관 뒤쪽 산 중턱에 위치한 폐공장으로 주변에 오래된 단층 가옥들과 공장시설이 듬성듬성 자리해 있음.
포천시,포천 산미산업 창고,공장관련시설,"포천 산미산업의 빈창고로 2층에 위치해 있으며, 총 4개의 공간으로 ㄱ자 구조를 가지고 있음"
포천시,포천 진군교사거리,차량도로,앞으로 천이 흐르는 공사지역 진군교사거리
포천시,포천 중리초등학교,교육연구시설,"짙은 가을날씨의 중리초등학교 가는길은 한탕강과 색동옷을 입은 주변 풍경이 어우러져 멋진 경관이 연출되며, 학교는 산과 농경지로 둘러싸인 전형적인 농촌학교"
포천시,포천 관인중고등학교,교육연구시설,"중, 고등학교 교육시설"
포천시,포천 관인중고교 앞거리,차량도로,관인 중고교 부근 80년대 분위기의 거리
포천시,포천 비둘기낭마을폭포,자연,"조용한 산골 시골마을, 폭포가 인상적"
포천시,포천 화적연,자연,겸재 정선이 그린 3장의 한탄강 명소중 한곳으로 우뚝 솟아오른 화강암이 마치 볏단을 쌓아 놓은 모양과 같다고 해서 붙여진 이름이다.
포천시,포천 아트밸리,민속/기타,"화강암을 채석하며 파 들어갔떤 웅덩이에 샘물과 우수가 유입되어 구성된 폐채석산을 친환경 문화예술공간으로 조성 호수의 최대 수심은 20m (천주호, 전망대/산책로, 조각공원, 돌문화전시관, 야외공연장, 전시관, 모노레일)"
포천시,포천 중리저수지 공터,도시,중리저수지를 끼고 있는 넓은 공터
포천시,포천 일고등학교,교육연구시설,도로변에 위치한 포천일고 학교내 운동장 강당 분수대 등이 위치해있다.
포천시,연천 동막골계곡,자연,기암괴석과 자연림이 어우러진 계곡
포천시,포천 국립수목원,관광휴게시설,자생식물의 보존과 자연학습교육을 위해 산림청에서 관리하는 수목원
포천시,포천 기리나모형자동차경주장,운동시설,무선조종 모형자동차의 조종과 관람을 즐길 수 있는 경주장
포천시,포천 뷰식물원,문화시설,조경회사 우리꽃 소유의 33만제곱미터 규모의 식물원
포천시,포천 산정호수,관광휴게시설,포천의 대표적 관광명소로써 1925년에 농업용수로 이용하기 위해 담수를 목적으로 축조된 저수지
포천시,포천 영그린하우스,농/축산/수산/원예시설,"꽃과 허브, 야생화를 재배하여 납품을 하고 화단을 가꾸어 체험학습을 할 수 있는 복합 관광농원"
포천시,포천 카페더나무,일반생활시설,86번국도변에 위치한 2층 규모의 통나무형 카페
포천시,포천 포프라자 스튜디오,,"약 240여평의 넓은 스튜디오 공간, 천장 높이 10m로 다양한 촬영 및 자유로운 연출기법이 가능한 (A:85,B:70,C:90)평형 공간 및 국내 최초 수중촬영 스튜디오, 메이크업실, 소품실, 광고기획실, 구내식당이 준비되어있다."
포천시,포천 푸른언덕,관광휴게시설,"아름다운 조경과 별장같은 숙박시설, 최첨단 교육시설 등을 갖추어 야외 촬영지로 각광받는 리조트"
포천시,포천 허브아일랜드,문화시설,포천에 위치하여 다양한 종의 허브를 재배하고 관련 상품을 판매하는 농장
포천시,포천시 폐공장,공장관련시설,포천시 신북면 신평리 장자마을 행복학습관 뒤쪽 산 중턱에 위치한 폐공장으로 주변에 오래된 단층 가옥들과 공장시설이 듬성듬성 자리해 있음.
포천시,포천 산미산업 창고,공장관련시설,"포천 산미산업의 빈창고로 2층에 위치해 있으며, 총 4개의 공간으로 ㄱ자 구조를 가지고 있음"
포천시,포천 진군교사거리,차량도로,앞으로 천이 흐르는 공사지역 진군교사거리
포천시,포천 중리초등학교,교육연구시설,"짙은 가을날씨의 중리초등학교 가는길은 한탕강과 색동옷을 입은 주변 풍경이 어우러져 멋진 경관이 연출되며, 학교는 산과 농경지로 둘러싸인 전형적인 농촌학교"
포천시,포천 관인중고등학교,교육연구시설,"중, 고등학교 교육시설"
포천시,포천 관인중고교 앞거리,차량도로,관인 중고교 부근 80년대 분위기의 거리
포천시,포천 비둘기낭마을폭포,자연,"조용한 산골 시골마을, 폭포가 인상적"
포천시,포천 화적연,자연,겸재 정선이 그린 3장의 한탄강 명소중 한곳으로 우뚝 솟아오른 화강암이 마치 볏단을 쌓아 놓은 모양과 같다고 해서 붙여진 이름이다.
포천시,포천 아트밸리,민속/기타,"화강암을 채석하며 파 들어갔떤 웅덩이에 샘물과 우수가 유입되어 구성된 폐채석산을 친환경 문화예술공간으로 조성 호수의 최대 수심은 20m (천주호, 전망대/산책로, 조각공원, 돌문화전시관, 야외공연장, 전시관, 모노레일)"
포천시,포천 중리저수지 공터,도시,중리저수지를 끼고 있는 넓은 공터
포천시,포천 제6군단 연병장 체육관,자연,군단 연병장 체육관 규모가 크며 잔디구장으로 되어있다.
포천시,포천 광릉수목원 길,차량도로,숲이 우거진 수목원 앞길
포천시,포천 포천천뚝길,차량도로,포천시 오룡동 복장대교 인근 강뚝길
포천시,포천 포천천둔치주차장,교통관련시설,포천시 신읍동 포천천둔치에 조성된 공영주차장
포천시,포천 포천지구대,치안시설,포천시 포천동에 위치한 포천경찰서 지구대
포천시,포천 포천의료원,의료/장의시설,포천시 신읍동에 위치한 도립의료원
포천시,포천 어룡동나무숲,자연,어룡동 농지주변 나무가 빽빽히 심어진 일대
포천시,포천 포천대교,차량도로,포천시 포천동에 위치한 포천시내와 43번 국도를 연결하는 다리
포천시,포천 포천경찰서,치안시설,포천시에 있는 경찰서
포천시,포천 초가팔교,차량도로,포천시 소흘읍 초가팔리입구 옆에 위치한 낡은 다리
포천시,포천 진군교,차량도로,포천시 창수면 영평천을 건너는 200m 길이의 다리
포천시,포천 자원봉사센터/청소년상담지원센터,복지시설,포천시내 자원봉사센터와 청소년상담지원센터가 같이 있는 신축건물
포천시,포천 오가리양수장,위험물/분뇨쓰레기처리시설,포천시 창수면 오가리 영평천변에 위치한 가동되지 않는 양수장
포천시,포천 영평천,자연,포천시 영중면에서 한탄강까지 흐르는 30.9km 길이의 강
포천시,포천 시내전경,도시,포천 시내모습과 전경
포천시,포천 소흘읍폐공장,공장관련시설,포천시 소흘읍 초가팔리에 위치한 방치된 폐창고
포천시,포천 소흘읍염색공장,공장관련시설,포천시 소흘읍 초가팔교 건너편 뚝방옆에 위치한 낡은 염색공장
포천시,포천 소흘읍비닐하우스길,차량도로,포천시 소흘읍 초가팔리 200m 정도 늘어선 비닐하우스 길
포천시,포천 복장대교,차량도로,포천시 어룡동에 위치한 왕복2차선 작은 다리
포천시,포천 창옥굴,차량도로,포천시 창수면 보장산 중턱에 바위로 이루어진 80m 길이의 터널
포천시,포천 반월산성지,문화재,삼국시대에 쌓은 성
포천시,포천 금수정,민속/기타,영평천으로 둘러싸인 영평8경중 하나
포천시,포천 반월아트홀,문화시설,현대적 감각의 건축형태로 대규모의 공연장과 갤러리 다목적홀
포천시,포천 시립일동도서관,교육연구시설,구 일동면사무소를 도서관으로 리모델링
하남시,남양주 팔당대교,차량도로,경기도 하남시 창우동과 남양주시 조안면을 연결하는 다리
하남시,하남 문화예술회관,문화시설,"수용인원911석(장애인 10석 포함)으로 1층 694석 2층 217석의 객석을 가진 공연장으로 음악회, 연극, 영화, 오페라, 발레, 뮤지컬 등 다양한 장르를 효율적으로 수행할 수 있는 대극장, 소극장, 전시관, 전시장으로 구성되어 있는 종합문화예술공간"
하남시,하남 명성어린이집,복지시설,하남시 덕풍동에 위치한 민간보육시설
하남시,하남 미사리경정장,운동시설,경정 경주가 열리는 경기장
하남시,하남 애니메이션고등학교,교육연구시설,애니메이션 특성화고등학교
하남시,하남 영락노인복지센터,복지시설,노인들의 건강과 복지를 위한 시설을 갖춘 요양원
하남시,하남 하남문화예술회관,공공생활시설,재미 있고 유익한 문화 예술이라는 테마로 경기 동남부 지역 문화의 증진을 위해 건립된 문화예술회관
하남시,하남 하남시립도서관,교육연구시설,"시청 및 시의회, 보건소와 함께 위치하여 접근성이 좋고, 안락함을 누릴 수 있는 도서관"
하남시,하남 하남종합운동장,운동시설,"전체 넓이 14만 979㎡에 연면적 1만 3864.58㎡이다. 주경기장과 보조경기장, 종합 체육 센터, 기타 시설로 구성되어 있다. 주경기장은 면적 7,208㎡에 1만 709석의 관람석, 인조 잔디 구장, 국제 규격의 육상 트랙 및 야간 조명 시스템을 갖추고 있으며 보조경기장에는 인조 잔디 축구장이 들어서 있다. 종합 체육 센터는 지하 1층, 지상 3층 규모에 수영장·헬스장·에어로빅장과 농구·배구·핸드볼 등의 구기 종목 경기가 가능한 다목적 체육관으로"
하남시,하남 시청,행정시설,하남시 전체 행정을 담당하는 약간 오래된 느낌의 관공서
하남시,하남 문화예술회관,문화시설,"수용인원911석(장애인 10석 포함)으로 1층 694석 2층 217석의 객석을 가진 공연장으로 음악회, 연극, 영화, 오페라, 발레, 뮤지컬 등 다양한 장르를 효율적으로 수행할 수 있는 대극장, 소극장, 전시관, 전시장으로 구성되어 있는 종합문화예술공간"
하남시,하남 KM스튜디오,문화시설,하남에 위치한 스튜디오
하남시,양평 미사리 조정경기장,운동시설,"86아시아게임 및 88서울올림픽 당시 조정, 카누경기를 위해 만들어진 공원으로 조정호수 중심으로 축구장, 족구장 등의 스포츠시설과 피크닉장, 그늘막, 매점 등 편의시설과 자전거대여 놀이시설이 갖추어져 있다."
하남시,하남 한채당,일반생활시설,전통한옥의 우아한 아름다음이 묻어 있는 고급스런 공간
하남시,하남 이화산업 공장,공장관련시설,"벽돌 공장, 적색공장"
하남시,하남 이화산업별장,주거시설,하남 이화산업별장
하남시,하남 망월동컨테이너회사,교통관련시설,하남에 위치한 컨테이너 회사
하남시,하남 구산성지,종교시설,하남에 위치한 성지
하남시,하남 구산성당,종교시설,하남에 위치한 성당
하남시,남양주 팔당대교,차량도로,경기도 하남시 창우동과 남양주시 조안면을 연결하는 다리
하남시,하남 마방집,일반생활시설,한옥으로 지어진 한식 음식점
하남시,하남 명성어린이집,복지시설,하남시 덕풍동에 위치한 민간보육시설
하남시,하남 미사리경정장,운동시설,경정 경주가 열리는 경기장
하남시,하남 애니메이션고등학교,교육연구시설,애니메이션 특성화고등학교
하남시,하남 영락노인복지센터,복지시설,노인들의 건강과 복지를 위한 시설을 갖춘 요양원
하남시,하남 하남문화예술회관,공공생활시설,재미 있고 유익한 문화 예술이라는 테마로 경기 동남부 지역 문화의 증진을 위해 건립된 문화예술회관
하남시,하남 하남시립도서관,교육연구시설,"시청 및 시의회, 보건소와 함께 위치하여 접근성이 좋고, 안락함을 누릴 수 있는 도서관"
하남시,하남 하남종합운동장,운동시설,"전체 넓이 14만 979㎡에 연면적 1만 3864.58㎡이다. 주경기장과 보조경기장, 종합 체육 센터, 기타 시설로 구성되어 있다. 주경기장은 면적 7,208㎡에 1만 709석의 관람석, 인조 잔디 구장, 국제 규격의 육상 트랙 및 야간 조명 시스템을 갖추고 있으며 보조경기장에는 인조 잔디 축구장이 들어서 있다. 종합 체육 센터는 지하 1층, 지상 3층 규모에 수영장·헬스장·에어로빅장과 농구·배구·핸드볼 등의 구기 종목 경기가 가능한 다목적 체육관으로"
하남시,하남 시청,행정시설,하남시 전체 행정을 담당하는 약간 오래된 느낌의 관공서
하남시,하남 문화예술회관,문화시설,"수용인원911석(장애인 10석 포함)으로 1층 694석 2층 217석의 객석을 가진 공연장으로 음악회, 연극, 영화, 오페라, 발레, 뮤지컬 등 다양한 장르를 효율적으로 수행할 수 있는 대극장, 소극장, 전시관, 전시장으로 구성되어 있는 종합문화예술공간"
하남시,하남 KM스튜디오,문화시설,하남에 위치한 스튜디오
하남시,양평 미사리 조정경기장,운동시설,"86아시아게임 및 88서울올림픽 당시 조정, 카누경기를 위해 만들어진 공원으로 조정호수 중심으로 축구장, 족구장 등의 스포츠시설과 피크닉장, 그늘막, 매점 등 편의시설과 자전거대여 놀이시설이 갖추어져 있다."
하남시,하남 한채당,일반생활시설,전통한옥의 우아한 아름다음이 묻어 있는 고급스런 공간
하남시,하남 이화산업 공장,공장관련시설,"벽돌 공장, 적색공장"
하남시,하남 이화산업별장,주거시설,하남 이화산업별장
하남시,하남 망월동컨테이너회사,교통관련시설,하남에 위치한 컨테이너 회사
하남시,하남 구산성지,종교시설,하남에 위치한 성지
하남시,하남 구산성당,종교시설,하남에 위치한 성당
하남시,하남 KM스튜디오,문화시설,하남에 위치한 스튜디오
하남시,양평 미사리 조정경기장,운동시설,"86아시아게임 및 88서울올림픽 당시 조정, 카누경기를 위해 만들어진 공원으로 조정호수 중심으로 축구장, 족구장 등의 스포츠시설과 피크닉장, 그늘막, 매점 등 편의시설과 자전거대여 놀이시설이 갖추어져 있다."
하남시,하남 한채당,일반생활시설,전통한옥의 우아한 아름다음이 묻어 있는 고급스런 공간
하남시,하남 이화산업 공장,공장관련시설,"벽돌 공장, 적색공장"
하남시,하남 이화산업별장,주거시설,하남 이화산업별장
하남시,하남 망월동컨테이너회사,교통관련시설,하남에 위치한 컨테이너 회사
하남시,하남 구산성지,종교시설,하남에 위치한 성지
하남시,하남 구산성당,종교시설,하남에 위치한 성당
하남시,남양주 팔당대교,차량도로,경기도 하남시 창우동과 남양주시 조안면을 연결하는 다리
하남시,하남 마방집,일반생활시설,한옥으로 지어진 한식 음식점
하남시,하남 명성어린이집,복지시설,하남시 덕풍동에 위치한 민간보육시설
하남시,하남 미사리경정장,운동시설,경정 경주가 열리는 경기장
하남시,하남 애니메이션고등학교,교육연구시설,애니메이션 특성화고등학교
하남시,하남 영락노인복지센터,복지시설,노인들의 건강과 복지를 위한 시설을 갖춘 요양원
하남시,하남 하남문화예술회관,공공생활시설,재미 있고 유익한 문화 예술이라는 테마로 경기 동남부 지역 문화의 증진을 위해 건립된 문화예술회관
하남시,하남 하남시립도서관,교육연구시설,"시청 및 시의회, 보건소와 함께 위치하여 접근성이 좋고, 안락함을 누릴 수 있는 도서관"
하남시,하남 하남종합운동장,운동시설,"전체 넓이 14만 979㎡에 연면적 1만 3864.58㎡이다. 주경기장과 보조경기장, 종합 체육 센터, 기타 시설로 구성되어 있다. 주경기장은 면적 7,208㎡에 1만 709석의 관람석, 인조 잔디 구장, 국제 규격의 육상 트랙 및 야간 조명 시스템을 갖추고 있으며 보조경기장에는 인조 잔디 축구장이 들어서 있다. 종합 체육 센터는 지하 1층, 지상 3층 규모에 수영장·헬스장·에어로빅장과 농구·배구·핸드볼 등의 구기 종목 경기가 가능한 다목적 체육관으로"
하남시,하남 시청,행정시설,하남시 전체 행정을 담당하는 약간 오래된 느낌의 관공서
하남시,하남 마방집,일반생활시설,한옥으로 지어진 한식 음식점
화성시,화성 청려수련원,교육연구시설,"20만평 대지 위에 세워진 수련원 교육,숙박,체육,야외집회,야영,챌린지코스 로 구성되어 있다."
화성시,화성 유앤아이센터,교육연구시설,지상4층으로 이루어진 화성시 여성 청소년 수련관
화성시,화성 경기농업기술원,교육연구시설,"입구가 독특하며 테니스장, 농기계교육관, 농업과학교육관, 경기도 기술학교, 기계기술관, 첨단기술관으로 구성되 어 있는 넓은 기술원, 촬영이 용이하며 공간공간 조용한 농촌 시골 분위기가 있다."
화성시,화성 남양성당,종교시설,"1961년 10월 8일 왕림 본당에서 분리되어 설립되었으며, 초대 신부로 양병묵 루가 신부가 부임하였다. 남양 본당의 모체가 되는 남양공소는 1955년 성당 신축 기성회를 조직하고 강당 건물을 매입하는 등 본당 승격을 위해 노력하였다. 그러던 중 1966년 11월 신자들과 미군 미사일 부대의 장비 지원으로 성당 건물을 신축하여 완공하였다."
화성시,화성 동탄복합문화센터,문화시설,"문화환경을 제공하고자 건립된 동탄복합문화센터는 548석 규모의 공연장인 반석아트홀, 전시장, 문화센터와 같은 문화시설과 수영장, 트레이닝센터등의 스포츠시설이 있는 공연동, 그리고 도서관, 어린이집등의 교육시설이 있는 도서관동, 야외공연장으로 이루어진 복합문화공간"
화성시,화성 매향리 역사기념관,문화시설,
화성시,화성 경기도종합사격장,운동시설,"클레이사격, 공기총, 화약총, 권총 등 각종 사격을 경험할 수 있는 종합사격장"
화성시,화성 국화도,자연,"국화도내 40가구에 70~80여명이 살고 있으며, 국회도 본섬은 길이 1.2km, 폭 300~400m의 작고 아담한 섬이다."
화성시,화성 궁평리노송지대,자연,궁평항 부근에 위치한 노송림
화성시,화성 궁평항,교통관련시설,해산물 직판장 및 관광지를 갖춘 항구
화성시,화성 남양성모성지,종교시설,병인박해 때 순교한 무명 순교자들의 순교지
화성시,화성 남양승마장,운동시설,"승마강습 및 해변, 산악 외승, 퍼니클럽 프로그램을 운영하는 승마장"
화성시,화성 신흥사,종교시설,서해바다가 보이는 구봉산 기슭의 사찰
화성시,화성 어섬비행장,자연,민간 경비행기가 이착륙할 수 있는 비행장 공터
화성시,화성 전곡항,교통관련시설,서해안의 대부도와 제부도 사이에 위치한 항구
화성시,화성 제부도,자연,하루 두번 밀물과 썰물이 교차하는 서해안 섬
화성시,화성 카트빌,운동시설,국내 최초로 정부 승인 카트 전용서킷을 갖춘 경기장
화성시,화성 화성시청,행정시설,화성시 관할 청사
화성시,화성시 폐식당,일반생활시설,화성시 송산면 고포리에 위치한 방치 건물로 식당으로 사용된 흔적 있음. 가운데 홀을 중심으로 양옆으로 육각형 형태의 방이 대칭적으로 자리잡고 있음. 뒤쪽으로는 주거 및 창고로 쓰인 것 같은 별채가 있음
화성시,화성 용주사,종교시설,불교의 교리를 통한 효행교육을 기초로 수행할 수 있는 사찰
화성시,매향리 역사기념관,문화시설,"화성시 매향리는 전후 60년 동안 미 공군의 공습용 사격장으로 사용된 곳으로, 화성시는 사격장 폐쇄 후 매향리에서 수거된 수많은 포탄 잔재들의 일부를 모아 역사기념관을 조성했다"
화성시,화성 창문아트센터,문화시설,폐교를 이용해 아이들에게 체험학습을 하게하는 공간
화성시,화성 신외교회,종교시설,경기도 화성시 신외동 소재 교회
화성시,화성 매향2리 어촌계포구,자연,드넓은 어촌계포구
화성시,화성 궁평항 바다낚시터,자연,경기도 화성궁 우정읍 매향리에서 궁평항까지 10키로의 방조제가 있는데 방조제 끝 궁평항 수문 주변및 화성시에서 설치한 궁평항 바다낚시터 부교
화성시,화성 자안천 하저교,인도/산책로,오래된 낡은 육교 여름에 홍수로 침수된 이력이 있다.
화성시,화성 삼존리마을,주거시설,조용한 농촌 시골마을 대부분 컨테이너로 지어져있다.
화성시,화성 청려수련원,교육연구시설,"20만평 대지 위에 세워진 수련원 교육,숙박,체육,야외집회,야영,챌린지코스 로 구성되어 있다."
화성시,화성 유앤아이센터,교육연구시설,지상4층으로 이루어진 화성시 여성 청소년 수련관
화성시,화성 경기농업기술원,교육연구시설,"입구가 독특하며 테니스장, 농기계교육관, 농업과학교육관, 경기도 기술학교, 기계기술관, 첨단기술관으로 구성되 어 있는 넓은 기술원, 촬영이 용이하며 공간공간 조용한 농촌 시골 분위기가 있다."
화성시,화성 남양성당,종교시설,"1961년 10월 8일 왕림 본당에서 분리되어 설립되었으며, 초대 신부로 양병묵 루가 신부가 부임하였다. 남양 본당의 모체가 되는 남양공소는 1955년 성당 신축 기성회를 조직하고 강당 건물을 매입하는 등 본당 승격을 위해 노력하였다. 그러던 중 1966년 11월 신자들과 미군 미사일 부대의 장비 지원으로 성당 건물을 신축하여 완공하였다."
화성시,화성 동탄복합문화센터,문화시설,"문화환경을 제공하고자 건립된 동탄복합문화센터는 548석 규모의 공연장인 반석아트홀, 전시장, 문화센터와 같은 문화시설과 수영장, 트레이닝센터등의 스포츠시설이 있는 공연동, 그리고 도서관, 어린이집등의 교육시설이 있는 도서관동, 야외공연장으로 이루어진 복합문화공간"
화성시,화성 송산면 신천리,관광휴게시설,시골 숲길
화성시,화성 궁평 유원지,관광휴게시설,"음식점, 민박집, 소운동장을 갖추고 있는 작은 유원지이다. 바다 쪽에는 모래사장과 함께 2km 넘게 이어진 솔숲이 있다. 100년 이상 수령의 아름드리 솔숲에는 벤치와 캠프장이 있고, 갯벌이 드러나면 조개 등을 잡을 수 있다. 화성8경 중 제4경으로 꼽히는 ‘궁평낙조’를 감상할 수 있는 적소이다."
화성시,화성 도리도,자연,무인도
화성시,화성 신외동 경비행장,교통관련시설,넓은 들판이 펼쳐진 1인 경비행장
화성시,화성 함산초,교육연구시설,폐교된 전형적인 농촌시골학교
화성시,화성 정문초,교육연구시설,낡고 오래된 학교
화성시,화성 송교리 염전,농/축산/수산/원예시설,넓고 전형적인 염전
화성시,화성 도로교통연구원,교육연구시설,넓은 규모의 세련되고 신식건물 연구소
화성시,화성 비봉초 유포분교,교육연구시설,오래된 느낌의 아담한 분교
화성시,화성 마산초교 어도분교장,교육연구시설,산속 오래된 느낌의 폐교
화성시,화성 고정초교 우음분교,교육연구시설,오래된 낡은 분교
화성시,화성 공룡알 화석지,기념물,"국내 최대의 공룡알화석산지, 이국적인 탁트인 넓은 들녘"
화성시,화성 전곡항 인근 공터,도시,넓은 공터(황무지)
화성시,화성시 폐건물(트레벨르모텔),도시,뼈대만 남은 폐건물
화성시,광평리 전원주택단지,주거시설,산을등진 전원주택단지
화성시,화성 용주사,종교시설,화성에 위치한 절(화성용주사오층석탑)
화성시,화성 송산동 폐창고,공장관련시설,시골느낌의 오래된 폐창고
화성시,화성 성심전교수녀회,종교시설,화성 성심전교수녀회
화성시,화성 분천리 폐창고,공장관련시설,화성 분천리의 폐창고
화성시,화성 마리아의종수녀회,종교시설,화성에 위치한 수녀회
화성시,화성 융건릉 벌판,자연,화성 융건릉 주변벌판
화성시,화성 화옹방조제,차량도로,화성시 우정읍 매향리 농지 간척을 위해 한국농촌공사에서 건설한 방조제 도로
화성시,화성 입파도,자연,화성시 우정읍 국화리 소재의 섬
화성시,화성 예당고등학교,교육연구시설,경기도 화성시 석우동 동탄택지개발지구 내 새로지은 고등학교
화성시,화성 우음도,자연,화성시 송산면에 매립지와 연결된 섬
화성시,화성 사강1리,위락/판매시설,화성시 송산면에 위치한 어촌 마을
화성시,화성 매송면철거연립,주거시설,철거예정 우정빌라
화성시,화성 어천리마을,주거시설,읍내 분위기의 마을
화성시,화성 원평감리교회,종교시설,1976년 10월 지어진 건물로 현재까지 운영하고 있는 교회
화성시,화성 경기도종합사격장,운동시설,"클레이사격, 공기총, 화약총, 권총 등 각종 사격을 경험할 수 있는 종합사격장"
화성시,화성 국화도,자연,"국화도내 40가구에 70~80여명이 살고 있으며, 국회도 본섬은 길이 1.2km, 폭 300~400m의 작고 아담한 섬이다."
화성시,화성 궁평리노송지대,자연,궁평항 부근에 위치한 노송림
화성시,화성 궁평항,교통관련시설,해산물 직판장 및 관광지를 갖춘 항구
화성시,화성 남양성모성지,종교시설,병인박해 때 순교한 무명 순교자들의 순교지
화성시,화성 남양승마장,운동시설,"승마강습 및 해변, 산악 외승, 퍼니클럽 프로그램을 운영하는 승마장"
화성시,화성 신흥사,종교시설,서해바다가 보이는 구봉산 기슭의 사찰
화성시,화성 어섬비행장,자연,민간 경비행기가 이착륙할 수 있는 비행장 공터
화성시,화성 송산면 신천리,관광휴게시설,시골 숲길
화성시,화성 궁평 유원지,관광휴게시설,"음식점, 민박집, 소운동장을 갖추고 있는 작은 유원지이다. 바다 쪽에는 모래사장과 함께 2km 넘게 이어진 솔숲이 있다. 100년 이상 수령의 아름드리 솔숲에는 벤치와 캠프장이 있고, 갯벌이 드러나면 조개 등을 잡을 수 있다. 화성8경 중 제4경으로 꼽히는 ‘궁평낙조’를 감상할 수 있는 적소이다."
화성시,화성 도리도,자연,무인도
화성시,화성 신외동 경비행장,교통관련시설,넓은 들판이 펼쳐진 1인 경비행장
화성시,화성 함산초,교육연구시설,폐교된 전형적인 농촌시골학교
화성시,화성 정문초,교육연구시설,낡고 오래된 학교
화성시,화성 송교리 염전,농/축산/수산/원예시설,넓고 전형적인 염전
화성시,화성 도로교통연구원,교육연구시설,넓은 규모의 세련되고 신식건물 연구소
화성시,화성 비봉초 유포분교,교육연구시설,오래된 느낌의 아담한 분교
화성시,화성 마산초교 어도분교장,교육연구시설,산속 오래된 느낌의 폐교
화성시,화성 고정초교 우음분교,교육연구시설,오래된 낡은 분교
화성시,화성 공룡알 화석지,기념물,"국내 최대의 공룡알화석산지, 이국적인 탁트인 넓은 들녘"
화성시,화성 전곡항 인근 공터,도시,넓은 공터(황무지)
화성시,화성시 폐건물(트레벨르모텔),도시,뼈대만 남은 폐건물
화성시,광평리 전원주택단지,주거시설,산을등진 전원주택단지
화성시,화성 용주사,종교시설,화성에 위치한 절(화성용주사오층석탑)
화성시,화성 송산동 폐창고,공장관련시설,시골느낌의 오래된 폐창고
화성시,화성 성심전교수녀회,종교시설,화성 성심전교수녀회
화성시,화성 분천리 폐창고,공장관련시설,화성 분천리의 폐창고
화성시,화성 마리아의종수녀회,종교시설,화성에 위치한 수녀회
화성시,화성 융건릉 벌판,자연,화성 융건릉 주변벌판
화성시,화성 화옹방조제,차량도로,화성시 우정읍 매향리 농지 간척을 위해 한국농촌공사에서 건설한 방조제 도로
화성시,화성 입파도,자연,화성시 우정읍 국화리 소재의 섬
