시설번호,시설유형,실내/실외,구,동,시설명,소재지주소,면적(㎡),설치일자,민간/공공구분,놀이기구종류,안전검사일(최종),안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,관리자 연락처,데이터기준일자
539277,주택단지,실외,분당구,운중동,주공휴먼시 6단지 다람쥐놀이터(606동앞),"경기도 성남시 분당구 산운로 121 (운중동, 산운마을6단지아파트)",,2009-01-01,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-09-05,Y,Y,N,031-828-2411,2021-06-30
539278,주택단지,실외,분당구,운중동,주공휴먼시 6단지 곰돌이놀이터(603동앞),"경기도 성남시 분당구 산운로 121 (운중동, 산운마을6단지아파트)",,2009-01-01,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-09-05,Y,Y,N,031-828-2411,2021-06-30
539761,어린이집,실외,중원구,하대원동,초원아이랜드어린이집 놀이터,경기도 성남시 중원구 원터로 30-3 (하대원동),,2013-05-09,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2021-04-16,Y,Y,N,031-751-7721,2021-06-30
539932,주상복합,실외,분당구,삼평동,대우월드마크푸르지오 놀이터,"경기도 성남시 분당구 대왕판교로606번길 58 (삼평동, 판교푸르지오월드마크)",,2013-05-20,민간,흔들놀이기구(3)+조합놀이대(2)+충격흡수용표면재(1)+기타(1),2021-04-30,Y,Y,N,031-8017-1303,2021-06-30
540365,주택단지,실외,분당구,이매동,아름마을태영 놀이터,"경기도 성남시 분당구 판교로 430 (이매동, 아름마을태영아파트)",,2013-06-17,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2021-06-11,Y,Y,N,031-703-2349,2021-06-30
540402,도시공원,실외,수정구,단대동,미소 어린이공원,경기 성남시 수정구 단대동145-8 일원,,2013-06-24,공공,흔들놀이기구(4)+오르는기구(1)+충격흡수용표면재(1)+기타(1),2021-06-11,Y,Y,N,031-729-5455,2021-06-30
541844,어린이집,실외,분당구,삼평동,엔씨소프트어린이집 놀이시설,경기도 성남시 분당구 대왕판교로644번길 12 (삼평동)," 1,302 ",2013-07-26,민간,조합놀이대(2)+충격흡수용표면재(2),2019-07-08,Y,Y,N,02-6201-7500,2021-06-30
541892,주택단지,실외,분당구,야탑동,목련주공1단지 104동 놀이터,"경기도 성남시 분당구 판교로 607 (야탑동, 목련마을주공1단지아파트)",,2011-11-07,민간,조합놀이대(1)+충격흡수용표면재(1)+기타(1),2019-11-11,Y,Y,N,031-705-3039,2021-06-30
541893,주택단지,실외,분당구,야탑동,목련주공1단지 107동 놀이터,"경기도 성남시 분당구 판교로 607 (야탑동, 목련마을주공1단지아파트)",,2011-11-07,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(1),2019-11-11,Y,Y,N,031-705-3039,2021-06-30
541895,주택단지,실외,분당구,야탑동,목련주공1단지 저수조앞 놀이터,"경기도 성남시 분당구 판교로 607 (야탑동, 목련마을주공1단지아파트)",,2011-11-07,민간,조합놀이대(1)+충격흡수용표면재(1)+기타(1),2019-11-11,Y,Y,N,031-705-3039,2021-06-30
542349,주택단지,실외,분당구,금곡동,청솔마을 주공9단지(902동),"경기도 성남시 분당구 미금로 216 (금곡동, 청솔마을주공9단지아파트)",,2013-10-13,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2019-10-15,Y,Y,N,032-717-6261,2021-06-30
542350,주택단지,실외,분당구,금곡동,청솔마을 주공9단지(904동),"경기도 성남시 분당구 미금로 216 (금곡동, 청솔마을주공9단지아파트)",,2013-10-13,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2019-10-15,Y,Y,N,031-717-6261,2021-06-30
542351,주택단지,실외,분당구,금곡동,청솔마을 주공9단지(906동),"경기도 성남시 분당구 미금로 216 (금곡동, 청솔마을주공9단지아파트)",,2013-10-12,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2019-10-15,Y,Y,N,031-717-6261,2021-06-30
542352,주택단지,실외,분당구,금곡동,청솔마을 주공9단지(관리소옆),"경기도 성남시 분당구 미금로 216 (금곡동, 청솔마을주공9단지아파트)",,2013-10-12,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-10-15,Y,Y,N,031-717-6261,2021-06-30
542517,어린이집,실외,분당구,이매동,푸르니두나어린이집 놀이시설,경기도 성남시 분당구 방아로 60 (이매동),,2013-10-01,민간,조합놀이대(1)+충격흡수용표면재(2)+기타(1),2019-10-25,Y,Y,N,031-705-1205,2021-06-30
542733,어린이집,실외,중원구,상대원동,아하키즈어린이집놀이터,경기도 성남시 중원구 박석로25번길 44-5 (상대원동),,2013-12-05,민간,조합놀이대(1)+충격흡수용표면재(1),2019-12-04,Y,Y,N,,2021-06-30
542799,어린이집,실외,분당구,삼평동,도토리소풍넥슨 달 어린이집(실외놀이터),경기도 성남시 분당구 판교로256번길 7 (삼평동),,2013-12-05,민간,오르는기구(2)+조합놀이대(1)+충격흡수용표면재(2)+기타(1),2019-12-02,Y,Y,N,031-216-6904,2021-06-30
543472,어린이집,실외,수정구,태평동,아이리라어린이집 놀이시설,경기도 성남시 수정구 남문로 148 (태평동),,2013-12-22,민간,흔들놀이기구(2)+충격흡수용표면재(1),2021-06-11,Y,Y,N,031-755-7179,2021-06-30
543485,어린이집,실내,분당구,삼평동,도토리소풍넥슨 달 어린이집(실내놀이터),경기도 성남시 분당구 판교로256번길 7 (삼평동), 78 ,2013-12-19,민간,미끄럼틀(1)+충격흡수용표면재(1),2019-12-02,Y,Y,N,02-2091-8836,2021-06-30
544088,놀이제공영업소,실내,분당구,분당동,도담도담키즈카페,경기도 성남시 분당구 장안로 39 (분당동), 169 ,2014-02-16,민간,충격흡수용표면재(1)+폐쇄형놀이기구(1),2020-03-18,Y,Y,N,031-8016-4481,2021-06-30
544116,어린이집,실외,수정구,고등동,공군아파트 한성어린이집 놀이시설,경기도 성남시 수정구 대왕판교로 1210 (고등동),,2014-02-17,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1)+철봉(1),2020-02-03,Y,Y,N,031-606-6017,2021-06-30
544312,어린이집,실외,분당구,수내동,수내동어린이집 옥상놀이터(공공),경기도 성남시 분당구 황새울로240번길 10-5 (수내동),,2014-03-02,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-01-21,Y,Y,N,031-718-9981,2021-06-30
544541,어린이집,실외,중원구,중앙동,중앙동어린이집 놀이터(공공),경기도 성남시 중원구 광명로264번길 9 (중앙동),,2014-03-25,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-03-20,Y,Y,N,031-734-1400,2021-06-30
544634,어린이집,실외,분당구,수내동,수내동어린이집 1층 놀이터(공공),경기도 성남시 분당구 황새울로240번길 10-5 (수내동),,2014-02-01,민간,조합놀이대(1)+충격흡수용표면재(1),2020-01-21,Y,Y,N,031-718-9981,2021-06-30
544710,공공도서관,실외,분당구,백현동,판교어린이도서관 놀이터,경기도 성남시 분당구 대왕판교로 421(백현동),,2014-04-15,공공,흔들놀이기구(3)+건너는기구(1)+충격흡수용표면재(1),2020-04-01,Y,Y,N,031-729-4395,2021-06-30
545541,아동복지시설,실내,분당구,수내동,수내아이사랑 놀이터,경기도 성남시 분당구 황새울로240번길 10-5 (수내동), 331 ,2014-05-30,민간,조합놀이대(1)+충격흡수용표면재(1),2020-05-07,Y,Y,N,031-716-1670,2021-06-30
545847,어린이집,실외,중원구,상대원동,우리-i어린이집놀이터,경기도 성남시 중원구 둔촌대로 389 (상대원동),,2014-06-16,민간,흔들놀이기구(1)+충격흡수용표면재(1),2020-06-22,Y,Y,N,031-747-0832,2021-06-30
546311,어린이집,실외,분당구,정자동,성남숲어린이집 놀이터(공공),경기도 성남시 분당구 내정로119번길 2 (정자동),,2014-04-01,민간,조합놀이대(1)+충격흡수용표면재(1),2020-05-27,Y,Y,N,031-714-1671,2021-06-30
546402,아동복지시설,실외,중원구,도촌동,도촌동사회복지관 놀이터,경기도 성남시 중원구 도촌북로 92 (도촌동),,2014-07-15,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2021-02-16,Y,Y,N,031-752-8828,2021-06-30
546692,주상복합,실외,분당구,정자동,동양정자파라곤 3단지 놀이터,"경기도 성남시 분당구 정자일로 230 (정자동, 동양정자파라곤)",,2004-10-02,민간,조합놀이대(1)+충격흡수용표면재(1),2020-07-15,Y,Y,N,031-717-0253,2021-06-30
546716,식품접객업소,실내,수정구,신흥동,조마루감자탕 놀이시설,경기도 성남시 수정구 시민로 156 (신흥동), 11 ,2014-07-20,민간,조합놀이대(1)+충격흡수용표면재(1),2020-10-15,Y,Y,N,031-745-2283,2021-06-30
547554,주택단지,실외,분당구,정자동,한솔마을 한일 302동앞 놀이터,"경기도 성남시 분당구 백현로 234 (정자동, 한솔마을한일아파트)",,2014-09-01,민간,흔들놀이기구(1)+충격흡수용표면재(1),2020-09-08,Y,Y,N,031-713-0004,2021-06-30
547727,도시공원,실외,중원구,여수동,따르릉 어린이공원(4호),경기도 성남시 중원구 여수동538," 1,840 ",2012-11-20,공공,흔들놀이기구(4)+건너는기구(1)+충격흡수용표면재(1)+기타(1),2020-07-20,Y,Y,N,031-729-6455,2021-06-30
547728,도시공원,실외,중원구,도촌동,사각사각 어린이공원(5호),경기도 성남시 중원구 도촌동653,,2012-11-20,공공,흔들놀이기구(7)+조합놀이대(1)+충격흡수용표면재(1)+기타(2),2020-07-01,Y,Y,N,031-729-6455,2021-06-30
548035,도시공원,실외,중원구,도촌동,여울 어린이공원(제1호),경기도 성남시 중원구 도촌동653," 2,615 ",2014-09-22,공공,흔들놀이기구(2)+조합놀이대(2)+충격흡수용표면재(1)+기타(2),2020-08-21,Y,Y,N,031-729-6455,2021-06-30
548036,도시공원,실외,중원구,도촌동,산바람 어린이공원(제2호),경기도 성남시 중원구 도촌동652," 1,577 ",2013-09-22,공공,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-04-07,Y,Y,N,031-729-6455,2021-06-30
548037,도시공원,실외,중원구,도촌동,솔바람 어린이공원(제3호),경기도 성남시 중원구 도촌동655," 1,567 ",2013-09-22,공공,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(2),2021-04-07,Y,Y,N,031-729-6455,2021-06-30
548038,도시공원,실외,중원구,도촌동,금잉어 어린이공원(제4호),경기도 성남시 중원구 도촌동658," 1,538 ",2013-09-22,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-04-07,Y,Y,N,031-729-6455,2021-06-30
548039,도시공원,실외,중원구,도촌동,약수터 어린이공원(5호),경기도 성남시 중원구 도촌동650," 1,510 ",2013-09-22,공공,흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2021-04-07,Y,Y,N,031-729-6455,2021-06-30
549082,종교시설,실외,수정구,복정동,선한목자교회 놀이터,경기도 성남시 수정구 성남대로1518번길 9 (복정동),,2014-12-02,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2020-12-03,Y,Y,N,031-750-1050,2021-06-30
549083,종교시설,실외,분당구,정자동,샘물교회 놀이터,경기도 성남시 분당구 내정로17번길 8 (정자동),,2014-12-03,민간,조합놀이대(1)+충격흡수용표면재(1),2021-02-22,Y,Y,N,031-715-3390,2021-06-30
549898,어린이집,실내,분당구,야탑동,야탑어린이집 실내놀이터(공공),경기도 성남시 분당구 판교로 546 (야탑동), 243 ,2015-01-07,민간,조합놀이대(1)+충격흡수용표면재(1),2021-03-09,Y,Y,N,,2021-06-30
550008,놀이제공영업소,실내,분당구,운중동,위키키즈카페 놀이시설(식품접객업),경기도 성남시 분당구 운중로126번길 9 (운중동), 36 ,2014-12-30,민간,충격흡수용표면재(1)+폐쇄형놀이기구(1),2021-01-14,Y,Y,N,070-4203-1269,2021-06-30
550487,어린이집,실외,분당구,이매동,럭키어린이집놀이터,경기도 성남시 분당구 이매로 173 (이매동),,2015-02-23,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-02-26,Y,Y,N,031-703-0953,2021-06-30
551023,어린이집,실외,분당구,정자동,UCIC 어린이집,경기도 성남시 분당구 정자로68번길 16 (정자동),,2015-03-24,민간,조합놀이대(1)+충격흡수용표면재(1),2021-03-10,Y,Y,N,,2021-06-30
551170,식품접객업소,실내,수정구,신흥동,하수끼 놀이시설,경기도 성남시 수정구 시민로 173 (신흥동), 7 ,2015-03-29,민간,충격흡수용표면재(1)+폐쇄형놀이기구(1),2021-04-02,Y,Y,N,031-732-9988,2021-06-30
551412,어린이집,실외,수정구,산성동,산성3어린이집 놀이터(공공),경기도 성남시 수정구 수정로456번길 19 (산성동),,2015-04-05,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-05-12,Y,Y,N,031-731-8803,2021-06-30
551858,식품접객업소,실내,중원구,금광동,화로구이홍갈비 놀이시설,경기도 성남시 중원구 희망로 404 (금광동), 33 ,2015-05-18,민간,충격흡수용표면재(1)+폐쇄형놀이기구(1),2021-05-31,Y,Y,N,031-749-9905,2021-06-30
552195,도시공원,실외,중원구,은행2동,은행정이 어린이공원,경기 성남시 중원구 은행2동2467,,2015-06-01,공공,흔들놀이기구(6)+조합놀이대(1)+충격흡수용표면재(1),2021-06-04,Y,Y,N,031-729-6455,2021-06-30
552811,주택단지,실외,중원구,하대원동,하대원 아튼빌 1008동 놀이터,"경기도 성남시 중원구 둔촌대로 300 (하대원동, 아튼빌아파트)",,2015-08-01,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2019-08-16,Y,Y,N,031-603-3707,2021-06-30
552982,주상복합,실외,분당구,백현동,판교알파리움 1단지 102동피로티 놀이터,"경기도 성남시 분당구 대왕판교로606번길 10 (백현동, 알파리움1단지)",,2015-09-14,민간,미끄럼틀(1)+흔들놀이기구(2)+충격흡수용표면재(1),2019-09-04,Y,Y,N,031-705-7949,2021-06-30
552983,주상복합,실외,분당구,백현동,판교알파리움 1단지 103동피로티 놀이터,"경기도 성남시 분당구 대왕판교로606번길 10 (백현동, 알파리움1단지)",,2015-09-14,민간,미끄럼틀(1)+흔들놀이기구(2)+충격흡수용표면재(1),2019-09-04,Y,Y,N,02-417-9686,2021-06-30
552984,주상복합,실외,분당구,백현동,판교알파리움 1단지 104동피로티 놀이터,"경기도 성남시 분당구 대왕판교로606번길 10 (백현동, 알파리움1단지)",,2015-09-14,민간,미끄럼틀(1)+흔들놀이기구(3)+충격흡수용표면재(1),2019-09-04,Y,Y,N,031-705-7949,2021-06-30
553087,주상복합,실외,분당구,백현동,판교알파리움 1단지 중앙공원 놀이터,"경기도 성남시 분당구 대왕판교로606번길 10 (백현동, 알파리움1단지)",,2015-09-08,민간,미끄럼틀(1)+흔들놀이기구(3)+건너는기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-09-04,Y,Y,N,031-705-7949,2021-06-30
553098,주택단지,실외,수정구,창곡동,위례 힐스테이트 5712동앞 놀이터(3),"경기도 성남시 수정구 위례동로 15 (창곡동, 힐스테이트 위례)",,2015-09-02,민간,정글짐(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2020-09-23,Y,Y,N,031-759-7730,2021-06-30
553099,주택단지,실외,수정구,창곡동,위례 힐스테이트 5704동앞 놀이터(1),"경기도 성남시 수정구 위례동로 15 (창곡동, 힐스테이트 위례)",,2015-09-02,민간,그네(1)+충격흡수용표면재(1),2019-09-19,Y,Y,N,031-759-7730,2021-06-30
553100,주택단지,실외,수정구,창곡동,위례 힐스테이트 5708동 앞 놀이터(2),"경기도 성남시 수정구 위례동로 15 (창곡동, 힐스테이트 위례)",,2015-09-02,민간,그네(1)+흔들놀이기구(4)+충격흡수용표면재(2),2019-09-24,Y,Y,N,031-759-7730,2021-06-30
553105,어린이집,실외,분당구,구미동,분당서울대학교병원어린이집놀이터,경기도 성남시 분당구 구미로173번길 82 (구미동),,2013-06-01,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(2)+기타(1),2019-07-03,Y,Y,N,031-787-4180,2021-06-30
553179,주택단지,실외,중원구,여수동,성남여수동 산들마을 놀이터(1),"경기도 성남시 중원구 여수울로 51 (여수동, 산들마을)",,2015-09-14,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1)+기타(1),2019-11-05,Y,Y,N,031-754-6410,2021-06-30
553181,주택단지,실외,중원구,여수동,성남여수동 산들마을 놀이터(2),"경기도 성남시 중원구 여수울로 51 (여수동, 산들마을)",,2015-09-14,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2019-10-22,Y,Y,N,031-754-6410,2021-06-30
553182,주택단지,실외,중원구,여수동,성남여수동 산들마을 놀이터(3),"경기도 성남시 중원구 여수울로 51 (여수동, 산들마을)",,2015-09-14,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-11-05,Y,Y,N,031-754-6410,2021-06-30
553184,주택단지,실외,중원구,여수동,성남여수동 산들마을 유아놀이터,"경기도 성남시 중원구 여수울로 51 (여수동, 산들마을)",,2015-09-14,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-10-22,Y,Y,N,031-754-6410,2021-06-30
553186,아동복지시설,실외,분당구,판교동,판교종합사회복지관 놀이터,경기도 성남시 분당구 운중로 254 (판교동),,2015-10-01,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-10-02,Y,Y,N,031-703-7474,2021-06-30
553244,어린이집,실내,분당구,삼평동,늘예솔어린이집 실내놀이터,경기도 성남시 분당구 판교역로 231 (삼평동), 253 ,2015-08-01,민간,오르는기구(2)+충격흡수용표면재(2),2020-08-27,Y,Y,N,031-607-9993,2021-06-30
553254,주택단지,실외,수정구,창곡동,위례 힐스테이트 5704동앞 놀이터,"경기도 성남시 수정구 위례동로 15 (창곡동, 힐스테이트 위례)",,2015-09-07,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2019-09-24,Y,Y,N,031-759-7730,2021-06-30
553327,어린이집,실외,수정구,시흥동,코이카직장어린이집 놀이터,경기도 성남시 수정구 대왕판교로 825 (시흥동),,2015-09-01,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(2)+기타(1),2019-10-01,Y,Y,N,031-777-2671,2021-06-30
553468,주택단지,실외,수정구,창곡동,위례 래미안 3405동앞 놀이터(2),경기도 성남시 수정구 헌릉로 979 (창곡동),,2015-09-21,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-10-22,Y,Y,N,031-721-4651,2021-06-30
553470,주택단지,실외,수정구,창곡동,위례 래미안 3407동옆 놀이터(1),경기도 성남시 수정구 헌릉로 975 (창곡동),,2015-09-21,민간,흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(1),2019-10-22,Y,Y,N,031-721-0539,2021-06-30
553685,주상복합,실외,분당구,백현동,판교 알파리움 2단지 202동 놀이터,"경기도 성남시 분당구 판교역로 145 (백현동, 알파리움2단지)",,2015-10-20,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-10-07,Y,Y,N,031-709-9079,2021-06-30
553686,주상복합,실외,분당구,백현동,판교 알파리움 2단지 203동 놀이터,"경기도 성남시 분당구 판교역로 145 (백현동, 알파리움2단지)",,2015-10-20,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-10-07,Y,Y,N,031-709-9079,2021-06-30
553687,주상복합,실외,분당구,백현동,판교 알파리움 2단지 204동 놀이터,"경기도 성남시 분당구 판교역로 145 (백현동, 알파리움2단지)",,2015-10-20,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-10-07,Y,Y,N,031-709-9079,2021-06-30
553697,주상복합,실외,분당구,백현동,판교 알파리움 2단지 중앙공원 놀이터,"경기도 성남시 분당구 판교역로 145 (백현동, 알파리움2단지)",,2015-10-21,민간,흔들놀이기구(3)+오르는기구(1)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(1),2019-10-07,Y,Y,N,031-709-9079,2021-06-30
553839,식품접객업소,실외,수정구,수진동,쿠우쿠우 성남본점 놀이시설,경기도 성남시 수정구 수정로 138 (수진동),,2015-10-30,민간,조합놀이대(1)+충격흡수용표면재(1),2019-12-05,Y,Y,N,031-759-9000,2021-06-30
553909,주택단지,실외,수정구,창곡동,위례센트럴푸르지오 5404동 놀이터,"경기도 성남시 수정구 위례순환로 211 (창곡동, 위례 센트럴 푸르지오)",,2015-11-03,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2019-11-08,Y,Y,N,031-759-9985,2021-06-30
553910,주택단지,실외,수정구,창곡동,위례센트럴푸르지오 5402동 놀이터,"경기도 성남시 수정구 위례순환로 211 (창곡동, 위례 센트럴 푸르지오)",,2015-11-03,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-11-08,Y,Y,N,031-759-9985,2021-06-30
554135,주택단지,실외,수정구,창곡동,위례더힐55단지 5515동옆 놀이터,"경기도 성남시 수정구 위례순환로 220 (창곡동, 위례더힐55)",,2015-11-20,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2019-12-02,Y,Y,N,031-752-2203,2021-06-30
554136,주택단지,실외,수정구,창곡동,위례더힐55단지 5514동옆 놀이터,"경기도 성남시 수정구 위례순환로 220 (창곡동, 위례더힐55)",,2015-11-20,민간,미끄럼틀(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-12-02,Y,Y,N,031-751-8151,2021-06-30
554137,주택단지,실외,수정구,창곡동,위례더힐55단지 5511동 뒤 놀이터,"경기도 성남시 수정구 위례순환로 220 (창곡동, 위례더힐55)",,2015-11-20,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2019-12-02,Y,Y,N,031-751-8151,2021-06-30
554138,주택단지,실외,수정구,창곡동,위례더힐55단지 5521동 앞 놀이터,"경기도 성남시 수정구 위례순환로 220 (창곡동, 위례더힐55)",,2015-11-20,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-12-02,Y,Y,N,031-751-8151,2021-06-30
554293,어린이집,실외,분당구,삼평동,스타트업캠퍼스 어린이집 놀이터,경기도 성남시 분당구 판교로289번길 20 (삼평동),,2015-11-28,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-01-28,Y,Y,N,031-5171-5100,2021-06-30
554616,아동복지시설,실외,분당구,구미동,구미동어린이집 놀이터,경기도 성남시 분당구 금곡로25번길 10 (구미동),,2016-01-05,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-12-04,Y,Y,N,031-714-2782,2021-06-30
554667,어린이집,실외,분당구,율동,의무사령부 행복어린이집(1),경기도 성남시 분당구 새마을로177번길 81 (율동), 113 ,2016-01-08,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-07-07,Y,Y,N,031-701-1053,2021-06-30
554785,의료기관,실외,수정구,신흥동,수정구보건소 놀이터,경기도 성남시 수정구 수정로 218 (신흥동),,2016-01-12,공공,흔들놀이기구(2)+충격흡수용표면재(1),2020-02-05,Y,Y,N,031-729-3882,2021-06-30
554983,어린이집,실외,분당구,궁내동,성남휴맥스어린이집1층놀이시설,경기도 성남시 분당구 궁내로 52 (궁내동),,2016-01-15,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-01-08,Y,Y,N,031-786-0258,2021-06-30
554984,어린이집,실외,분당구,궁내동,성남휴맥스어린이집 옥상놀이시설,경기도 성남시 분당구 궁내로 52 (궁내동),,2016-01-15,민간,흔들놀이기구(1)+충격흡수용표면재(1),2020-01-08,Y,Y,N,031-786-0258,2021-06-30
555063,어린이집,실내,분당구,삼평동,도토리소풍넥슨 해 어린이집,경기도 성남시 분당구 판교로256번길 25 (삼평동), 179 ,2016-02-27,민간,충격흡수용표면재(1)+폐쇄형놀이기구(1),2020-02-24,Y,Y,N,031-708-0245,2021-06-30
555277,어린이집,실외,중원구,상대원동,지혜숲어린이집 실외놀이시설,경기도 성남시 중원구 박석로25번길 6-17 (상대원동),,2016-03-21,민간,흔들놀이기구(1)+충격흡수용표면재(1),2020-04-01,Y,Y,N,031-747-8843,2021-06-30
555408,주택단지,실외,수정구,창곡동,위례 35단지 3505동 좌측 놀이터,"경기도 성남시 수정구 위례광장로 311 (창곡동, 위례35단지)",,2016-03-31,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-04-29,Y,Y,N,031-759-8334,2021-06-30
555409,주택단지,실외,수정구,창곡동,위례 35단지 3501동 뒤 놀이터,"경기도 성남시 수정구 위례광장로 311 (창곡동, 위례35단지)",,2016-03-31,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-04-29,Y,Y,N,031-759-8334,2021-06-30
555410,주택단지,실외,수정구,창곡동,위례 35단지 3506동 앞 놀이터,"경기도 성남시 수정구 위례광장로 311 (창곡동, 위례35단지)",,2016-03-31,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-04-29,Y,Y,N,031-759-8334,2021-06-30
555411,주택단지,실외,수정구,창곡동,위례 35단지 3508동 앞 놀이터,"경기도 성남시 수정구 위례광장로 311 (창곡동, 위례35단지)",,2016-03-31,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-04-29,Y,Y,N,031-759-8334,2021-06-30
555412,주택단지,실외,수정구,창곡동,위례 35단지 3512동 앞 놀이터,"경기도 성남시 수정구 위례광장로 311 (창곡동, 위례35단지)",,2016-03-31,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-04-29,Y,Y,N,031-759-8334,2021-06-30
555413,주택단지,실외,수정구,창곡동,위례 35단지보육시설 뒤 유아놀이터,"경기도 성남시 수정구 위례광장로 311 (창곡동, 위례35단지)",,2016-03-31,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1)+기타(1),2020-04-29,Y,Y,N,031-759-8334,2021-06-30
555473,도시공원,실외,수정구,복정동,위례신도시 어린이공원 3호,경기 성남시 수정구 복정동위례동 택지내 어린이공원3호,,2016-04-04,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(1),2020-04-07,Y,Y,N,031-752-8342,2021-06-30
555479,어린이집,실외,중원구,상대원동,지혜숲어린이집 옥상놀이시설,경기도 성남시 중원구 박석로25번길 6-7 (상대원동),,2016-03-21,민간,조합놀이대(1)+충격흡수용표면재(1),2020-04-01,Y,Y,N,031-747-8843,2021-06-30
555497,어린이집,실내,분당구,백현동,삼성SDS판교어린이집 실내놀이시설,"경기도 성남시 분당구 대왕판교로606번길 10 (백현동, 알파리움1단지)", 56 ,2016-03-28,민간,조합놀이대(1)+충격흡수용표면재(1),2020-03-20,Y,Y,N,031-8017-3626,2021-06-30
555529,어린이집,실내,분당구,백현동,삼성SDS판교어린이집 이슬반 실내놀이시설,"경기도 성남시 분당구 대왕판교로606번길 10 (백현동, 알파리움1단지)", 15 ,2016-04-05,민간,조합놀이대(1)+충격흡수용표면재(1),2020-03-20,Y,Y,N,031-8017-6109,2021-06-30
