업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,영업자시작일
유흥주점영업,2015-11-17,더썸노래바,"경기도 부천시 부흥로315번길 49 (중동, 은성프라자 지02호)",경기도 부천시 중동 1124-14 은성프라자 지02호 ,50.57,032-321-3339,2020-05-11
유흥주점영업,2015-11-18,체리노래클럽,"경기도 부천시 석천로183번길 13 (중동, 동아빌딩 지101호)",경기도 부천시 중동 1163-4 동이빌딩 지101호 ,146.2,,2017-06-30
유흥주점영업,2015-12-29,썸노래바,"경기도 부천시 길주로 115, 5층 502-1호 (상동, 시그마타워)",경기도 부천시 상동 535-9 시그마타워 502-1호,96.46,,2015-12-29
유흥주점영업,2015-11-25,스카이노래바,"경기도 부천시 경인로 224-1 (심곡본동, 지하1층)","경기도 부천시 심곡본동 670 , 지하1층 ",98.4,,2015-11-25
유흥주점영업,2015-02-03,쎄시봉7080생음악,"경기도 부천시 원종로 64 (원종동, 부천프라쟈 8층 2호일부,3호,4호)","경기도 부천시 원종동 313-10 부천프라쟈 8층 2호일부,3호,4호 ",331.38,,2019-01-08
유흥주점영업,2016-01-12,광장노래바,"경기도 부천시 부천로10번길 11 (심곡동, 2층일부)",경기도 부천시 심곡동 170-6 2층일부 ,89.91,,2016-05-10
유흥주점영업,2016-01-13,둘리(Dooly)노래클럽,"경기도 부천시 석천로177번길 10 (중동, 301호)",경기도 부천시 중동 1163-9 301호 ,60.5,032-325-1533,2016-01-13
유흥주점영업,2016-02-02,아리안노래바,"경기도 부천시 길주로77번길 55-23, 502호 (상동, 태영프라자)",경기도 부천시 상동 532-5 태영프라자 502호,69.06,,2016-02-02
유흥주점영업,2016-02-26,땡큐노래바,"경기도 부천시 부일로 430-6 (심곡동, 지하1층 일부)",경기도 부천시 심곡동 461-1 지하1층 일부 ,53.13,032-344-9518,2017-01-10
유흥주점영업,2016-02-29,스모키클럽,"경기도 부천시 중동로254번길 15 (중동, 동아프라자 B102호)",경기도 부천시 중동 1150-12 동아프라자 B102호 ,67.36,,2016-02-29
유흥주점영업,2016-03-11,뉴센스노래바,"경기도 부천시 조마루로 295 (중동, 부천프라자B01호 일부)",경기도 부천시 중동 1130-10 부천프라자B01호 일부 ,140.75,,2019-10-28
유흥주점영업,2016-04-11,더블유(W),"경기도 부천시 석천로177번길 42 (중동, 지하2호)",경기도 부천시 중동 1166-8 지하2호 ,110.5,,2018-11-06
유흥주점영업,2016-06-02,아리수1,"경기도 부천시 송내대로73번길 32, 무궁화 지하1층 B05호,B06호,B07호 (상동)","경기도 부천시 상동 405-3 무궁화 지하1층 B05호,B06호,B07호 ",184.01,,2017-07-25
유흥주점영업,2016-06-17,하하노래바,"경기도 부천시 중동로262번길 88 (중동, 엘지프라자 지01호)",경기도 부천시 중동 1142-7 엘지프라자 지01호 ,109.64,070-7363-5754,2020-08-25
유흥주점영업,2016-07-22,짝노래바,"경기도 부천시 송내대로74번길 34 (상동, ,뉴스타프라자 지하101호)","경기도 부천시 상동 457 ,뉴스타프라자 지하101호 ",104.31,,2020-01-29
유흥주점영업,2016-08-23,킹스노래바,"경기도 부천시 부흥로307번길 54 (중동, 대원프라자A 지하1층)",경기도 부천시 중동 1127-7 대원프라자A 지하1층 ,174.13,,2016-08-23
유흥주점영업,2016-09-27,클럽그린라이트,"경기도 부천시 부일로460번길 20 (심곡동, 402호)",경기도 부천시 심곡동 384 402호 ,173.4,,2016-09-27
유흥주점영업,2016-09-27,스타노래바,"경기도 부천시 길주로 125 (상동, 다승프라자 201호)",경기도 부천시 상동 538-7 다승프라자 201호 ,137.07,,2016-09-27
유흥주점영업,2016-11-07,짠노래클럽,"경기도 부천시 조마루로291번길 52, 302호 (중동, 우신프라자4차빌딩)",경기도 부천시 중동 1133-11 우신프라자4차빌딩 302호 ,133.18,,2020-12-07
유흥주점영업,2016-11-14,싸다,"경기도 부천시 중동로254번길 25 (중동, 삼성프라자 302호)",경기도 부천시 중동 1150-9 삼성프라자 302호 ,87.85,,2019-06-18
유흥주점영업,2016-11-21,텐노래클럽,"경기도 부천시 중동로262번길 62, 302호 (중동, 황금프라자)",경기도 부천시 중동 1142 황금프라자 302호 ,65.11,,2016-11-21
유흥주점영업,2016-12-06,예스노래클럽,"경기도 부천시 조마루로297번길 43 (중동, 서진빌딩 지하1층 101호)",경기도 부천시 중동 1133-5 서진빌딩 지하1층 101호 ,100.98,,2020-11-23
유흥주점영업,2016-12-30,별밤노래바,"경기도 부천시 부일로460번길 24 (심곡동, 지하1층 일부)",경기도 부천시 심곡동 384-4 지하1층 일부 ,21.72,,2019-05-21
유흥주점영업,2017-01-26,루비노래바,"경기도 부천시 부천로 19 (심곡동, 지하 B02호)",경기도 부천시 심곡동 177-13 지하 B02호 ,59.95,,2017-01-26
유흥주점영업,2017-02-21,진노래바,"경기도 부천시 부천로29번길 20 (심곡동, 지층일부)",경기도 부천시 심곡동 180-3 지층일부 ,14.82,032-613-2754,2018-06-28
유흥주점영업,2017-03-31,다이아,"경기도 부천시 부흥로307번길 40 (중동, 지하1층)",경기도 부천시 중동 1124-1 지하1층 ,152.08,032-328-3789,2020-07-07
유흥주점영업,2017-08-04,나이스메들리,"경기도 부천시 원종로 64 (원종동, 5층 1호)",경기도 부천시 원종동 313-10 5층 1호 ,188.78,,2019-10-23
유흥주점영업,2017-08-24,Q노래바,"경기도 부천시 부일로 745 (역곡동, 지하1층 전체)",경기도 부천시 역곡동 82-7 지하1층 전체 ,115.78,,2017-08-24
유흥주점영업,2017-09-19,한가인,"경기도 부천시 부천로3번길 45 (심곡동, 지하일부)",경기도 부천시 심곡동 387-1 지하일부 ,92.78,032-614-5577,2017-09-19
유흥주점영업,2017-12-12,제이제이(JJ)노래바,"경기도 부천시 부일로469번길 28, 지하1층 (심곡동)",경기도 부천시 심곡동 190-14 지하1층 ,85.44,,2017-12-12
유흥주점영업,2017-12-21,헤라노래바,"경기도 부천시 부천로6번길 19, 지하1층 (심곡동)",경기도 부천시 심곡동 171-5 지하1층 ,97.38,,2018-04-10
유흥주점영업,2018-02-22,링코노래타운 중동1호점,"경기도 부천시 석천로183번길 19, 201,202호 (중동)","경기도 부천시 중동 1163-2 201,202호 ",178.27,,2018-12-24
유흥주점영업,2018-03-28,빙고노래클럽,"경기도 부천시 길주로77번길 19-6, 중앙프라자 601호 (상동)",경기도 부천시 상동 532-17 중앙프라자 601호,45.63,,2019-08-02
유흥주점영업,2018-11-16,별이빛나는밤,"경기도 부천시 석천로184번길 26, 2층 202호 (중동)",경기도 부천시 중동 1158-5 2층 202호 ,65.09,032-324-4440,2019-10-14
유흥주점영업,2019-06-10,키스노래바,"경기도 부천시 중동로254번길 23, 알파프라자 지층 B02호 (중동)",경기도 부천시 중동 1150-10 알파프라자 지층 B02호 ,121.3,,2019-06-10
유흥주점영업,2019-09-11,환상노래바,"경기도 부천시 부천로10번길 16, 지하1층 (심곡동)",경기도 부천시 심곡동 171-8 지하1층 ,106.25,,2020-04-16
유흥주점영업,2019-12-13,구찌노래클럽,"경기도 부천시 조마루로291번길 30, 중동유림프라자빌딩 2층 202호 (중동)",경기도 부천시 중동 1130-1 중동유림프라자빌딩 202호,131.7,,2020-10-12
유흥주점영업,2020-02-17,황제노래방주점,"경기도 부천시 중동로262번길 72, 중동프라자 지하1층 02호 (중동)",경기도 부천시 중동 1142-3 중동프라자 지하1층 02호,106.61,,2021-03-02
유흥주점영업,2020-02-21,리멤버,"경기도 부천시 길주로 69, 테마파크관광호텔 2층 일부 (상동)",경기도 부천시 상동 531-6 테마파크관광호텔 2층 일부 ,155.6,032-329-1100,2020-03-09
유흥주점영업,2020-03-27,쎄시봉7080라이브,"경기도 부천시 경인로 212, 2층 (심곡본동)",경기도 부천시 심곡본동 667-6 2층 ,90.05,,2020-03-27
유흥주점영업,2020-05-22,엄지노래클럽,"경기도 부천시 중동로254번길 71, 정중프라자 B01호 (중동)",경기도 부천시 중동 1142-17 정중프라자 B01호 ,231.4,,2020-05-22
유흥주점영업,2021-03-12,로즈클럽,"경기도 부천시 부일로469번길 17, 지하1층 일부 (심곡동)",경기도 부천시 심곡동 179-1 지하1층 일부 ,71.44,032-662-0255,2021-03-12
