업종명,업소명,소재지(도로명),소재지전화
일반음식점,찰스치킨,"경기도 하남시 하남대로776번길 59, 2층 (신장동)",070 -8151-3388
일반음식점,신의주 찹쌀 순대,"경기도 하남시 미사강변중앙로 220, 1층 106호 (망월동, 우성미사타워)",031 -795 -9344
일반음식점,이동욱스시,"경기도 하남시 하남대로 747, 1층 163호 (신장동, 하남 두산위브파크)",031 -793 -0865
일반음식점,하남소한마리,"경기도 하남시 미사강변대로226번길 15, 2층 205호 (망월동, 예스프라자포틴)",031 -794 -7981
일반음식점,녹동수산,"경기도 하남시 수리북로 19, 1층 (덕풍동)",031 -793 -6788
일반음식점,기와집양대창센타,"경기도 하남시 감일남로 30, 1층 (감일동)",02  -431 -2329
일반음식점,다올횟집,"경기도 하남시 미사강변북로30번길 173, 1층 (망월동)",031 -792 -9988
일반음식점,로이식당,"경기도 하남시 미사강변북로30번길 75, 1층 (망월동, 일부사용)",031 -794 -0701
일반음식점,자성화 맛집 코다리네(위례점),"경기도 하남시 위례대로 190, 2층 217호 (학암동, 위례효성해링턴타워)",02  -430 -9592
일반음식점,정가네 밥상,"경기도 하남시 미사대로 600, 1층 (덕풍동)",031 -793 -1855
일반음식점,고래식당 미사중앙로점,"경기도 하남시 미사강변중앙로111번안길 47, 1층 (풍산동)",
일반음식점,생활맥주 미사강변도시점,"경기도 하남시 미사강변북로30번길 42, 1층 (망월동, 일부)",031 -794 -5315
일반음식점,첼시가든,"경기도 하남시 동남로524번길 24, 1층 (감북동)",02  -484 -8260
일반음식점,베베플로르,"경기도 하남시 미사강변중앙로111번안길 53, 지하1층 (풍산동)",
일반음식점,장수천,"경기도 하남시 서하남로12번길 28-20, 1,2층 (감일동)", 02 -477 -0592
일반음식점,베테랑 짬뽕,"경기도 하남시 미사강변한강로224번길 7, 101호 (망월동)", 031- 791-7555
일반음식점,최식당,"경기도 하남시 서하남로 569, 1층 (교산동)",031 -793 -4558
일반음식점,티바두마리 미사점,"경기도 하남시 미사강변한강로224번길 8, 1층 (망월동)",031 -795 -1344
일반음식점,돌리고제주도야지,"경기도 하남시 미사강변중앙로 220, 101호 (망월동)",031 -795 -5588
일반음식점,주식회사 믿음푸드,"경기도 하남시 하남대로 1031-3, 1층 (풍산동)",031 -796 -2121
일반음식점,테라스,"경기도 하남시 천현로 96, 2층 (천현동)",
일반음식점,동그라미/이자르씨엔에스,"경기도 하남시 초이로92번길 16-6, 1층 (초이동)",02  -427 -6179
일반음식점,존앤맷 타코,"경기도 하남시 미사강변한강로 136, 103호 (망월동)",070 -8615-7977
일반음식점,오징어랑 육회랑,"경기도 하남시 미사강변남로 87, 스타파크 1층 101,102호 (망월동)",031 -795 -2263
일반음식점,홍돈가,"경기도 하남시 미사강변중앙로111번안길 30, 1층 (풍산동)",031 -794 -6692
일반음식점,에그머거(eggmurger),"경기도 하남시 미사강변대로226번안길 15, 1층 103호 (망월동, 상아프라자)",031 -796 -1989
일반음식점,죽이야기 미사한홀초교점,"경기도 하남시 미사강변대로 95-2, 1층 109호 (풍산동, 미사강변센트럴자이 상가2동)",031 -795 -6233
일반음식점,김미자 당진 동태 아구,"경기도 하남시 신장로 169, 1층 (덕풍동)",031 -795 -4975
일반음식점,숙이네 간장게장,"경기도 하남시 천현로134번길 7, 1층 (천현동)",031 -791 -3513
일반음식점,신소양강닭갈비,"경기도 하남시 미사강변대로226번안길 15, 2층 204,205호 (망월동, 상아프라자)",031 -792 -2045
일반음식점,봉평 막국수 칼국수,"경기도 하남시 서하남로 503, 1,2층 (춘궁동)",031 -794 -3815
일반음식점,김가네 칼국수,"경기도 하남시 수리북로 17, 1층 (덕풍동)",031 -792 -6388
일반음식점,참치요리전문점 참꽃,"경기도 하남시 미사강변북로30번길 100, 지하1층 (망월동)",031 -794 -2575
일반음식점,얌얌치킨 미사점,"경기도 하남시 미사강변서로 45, 상가307동 지하1층 111호 (풍산동, 미사강변동원로얄듀크)",031 -791 -2454
일반음식점,양푼동태&홍어회냉면,"경기도 하남시 하남대로855번길 47, 1층 (덕풍동)",031 -795 -5874
일반음식점,해랑,"경기도 하남시 덕풍동로 111-10, 1층 105,106호 (덕풍동, 트윈렉스I)",031 -795 -7399
일반음식점,노랑통닭 미사2호점,"경기도 하남시 미사강변중앙로111번길 24, 1층 (풍산동)",031 -791 -5288
일반음식점,MR.촌돼지,"경기도 하남시 미사강변한강로158번길 58, 1층 (망월동)",031 -793 -1202
일반음식점,멕시카나 하남미사점,"경기도 하남시 미사강변한강로158번길 84, 1층 (망월동)",031 -791 -1188
일반음식점,Toastar(토스타),"경기도 하남시 미사강변중앙로111번안길 50, 1층 (풍산동, 우측일부)",070 -7613-7872
일반음식점,탐라은갈치,"경기도 하남시 서하남로390번길 17, 1,2층 (춘궁동, A동)",031 -793 -8292
일반음식점,수정다방,"경기도 하남시 하남대로801번길 48, 지하1층 (신장동)",031 -791 -1486
일반음식점,쭈꾸미와 친구들,"경기도 하남시 미사강변중앙로111번안길 18, 1층 (풍산동, 일부사용)",031 -792 -7776
일반음식점,산울림 삼겹살,"경기도 하남시 미사강변대로226번길 48, 2층 203,204호 (망월동, A+구산프라자)",031 -796 -2779
일반음식점,닥터 바나나,"경기도 하남시 하남유니온로 120, 2층 (신장동)",1644-2153-
일반음식점,홍열아 초밥주라,"경기도 하남시 덕풍동로 111-21, 1층 104호 (덕풍동, knmall)",031 -796 -7908
일반음식점,윤가네 솥뚜껑 생삼겹,"경기도 하남시 수리남로 6, 1층 (덕풍동)",031 -793 -3301
일반음식점,남대감댁물회냉면,"경기도 하남시 하남대로 1031-1, 1층 (풍산동)",031 -793 -2750
일반음식점,caruso(카루소),"경기도 하남시 감북로 81-13, 2층 (감북동)",02  -483 -0300
일반음식점,더하이난,"경기도 하남시 미사대로 750, 지하2층 (신장동, 스타필드하남 신세계백화점)",031 -8072-1363
일반음식점,뚱이순대국미사점,"경기도 하남시 미사강변중앙로 217, 1층 113호 (망월동)",031 -791 -4207
일반음식점,죠우,"경기도 하남시 하남유니온로 70-1, 1층 102호 (신장동, 하남유니온시티에일린의뜰 상가동)",031 -793 -3287
일반음식점,아토,"경기도 하남시 미사강변한강로158번길 52, 1층 일부호 (망월동)",032 -792 -9959
일반음식점,가은능이백숙,"경기도 하남시 미사강변중앙로111번길 28, 1층 (풍산동, 일부사용)",031 -792 -1192
일반음식점,아구족아구찜,"경기도 하남시 하남대로802번길 66, 1층 (신장동)",031 -792 -7209
일반음식점,황산뻘,"경기도 하남시 하남대로 1043-39, 3층 304호 (풍산동)",031 -791 -7140
일반음식점,맛나한식부페,"경기도 하남시 감일로124번길 5-2, 감일동 하남감일 공공주택지구 단독5 4-1 1층 101호 (감일동)",02  -488 -4553
일반음식점,생활맥주 하남 창우점,"경기도 하남시 대청로116번길 37, 2층 (창우동)",031 -792 -6474
일반음식점,바다향왕코다리 서하남IC점,"경기도 하남시 서하남로 85-5, 지하1층 B01호 (감북동)",02  -488 -9010
일반음식점,아이엠에프앤비,"경기도 하남시 검단산로 349-43, 지하1층 (창우동)",031 -795 -5921
일반음식점,레코드 피자,"경기도 하남시 신장로 104, 1층 101호 (신장동, 성원상떼빌)",031 -796 -2469
일반음식점,하남어시장,"경기도 하남시 미사동로40번길 29-6, 2,3층 (미사동)",031 -792 -8080
일반음식점,(주)키즈넷,"경기도 하남시 미사강변동로 73, 미사강변 노블레스 12층 1214~1218호 (망월동)",031 -795 -3580
일반음식점,김밥 천국,"경기도 하남시 대청로 15, 1층 104호 (신장동, 오피스텔트레벨)",031 -796 -3633
일반음식점,샤우칭,"경기도 하남시 미사강변중앙로 220, 2층 206-1,206-2,207호 (망월동, 우성미사타워)",031 -794 -6687
일반음식점,신평푸드,"경기도 하남시 하남대로787번길 31, 1층 102호 (신장동)",031 -792 -4600
일반음식점,미사소곱창,"경기도 하남시 미사강변대로226번안길 25, 1층 103호 (망월동)",031 - 795-9280
일반음식점,전주콩각시콩나물국밥,"경기도 하남시 미사강변대로 80, 1층 105,106호 (풍산동, 그린프라자)",031 -794 -2438
일반음식점,LP그루브,"경기도 하남시 미사강변중앙로 220, 7층 703호 (망월동)",031 -794 -9397
일반음식점,정담은 코다리,"경기도 하남시 미사강변한강로158번길 73, 1층 (망월동)",031 -794 -0998
일반음식점,통영굴옛날식불고기,"경기도 하남시 하남대로 1031-5, 1층 (풍산동)",031 -793 -4304
일반음식점,모리하우스,"경기도 하남시 덕풍북로 249, 1층 (덕풍동)",
일반음식점,차오차오 미사2동점,"경기도 하남시 미사강변대로226번길 64, 2층 201,202호 (망월동, 라임프라자)",031 -791 -0038
일반음식점,가진항 용궁해물,"경기도 하남시 대청로 119-1, 1층 123호 (창우동, 부영아파트상가동)",
일반음식점,델리포크,"경기도 하남시 덕풍북로 257, 서하빌딩 1층 (덕풍동)",031 -796 -8233
일반음식점,불닭발 동대문 엽기떡볶이,"경기도 하남시 미사강변한강로220번길 27, 1층 103호 (망월동)",031 -791 -8592
일반음식점,하남식당,"경기도 하남시 대성로 323, 지하1층 (덕풍동)",
일반음식점,교동짬뽕,"경기도 하남시 미사강변중앙로 221, 센트럴파크2 2층 201, 202호 (망월동)",031 -791 -5004
일반음식점,뚱이순대국 미사강변점,"경기도 하남시 미사강변대로226번길 9, 송하빌딩 1층 109호 (망월동)",031 -791 -0421
일반음식점,14번지루프탑앤카페(일반음식점),"경기도 하남시 검단산로 345, 2,3,4층 (창우동)",031 -791 -1583
일반음식점,올레 김밥,"경기도 하남시 미사강변동로 73, 미사강변 노블레스 1층 103호 (망월동)",031 -796 -5359
일반음식점,꼬지사께,"경기도 하남시 신장동로140번길 34, 2층 (신장동)",031 -791 -0040
일반음식점,for a day (포러데이),"경기도 하남시 미사강변중앙로 193, 에코브리지 112,113호 (망월동)",
일반음식점,블랙빈,"경기도 하남시 미사동로 41, 3층 (미사동)",031 -795 -4378
일반음식점,하남생고기,"경기도 하남시 서하남로95번길 50, 1층 (감북동)",02  -483 -9292
일반음식점,늘푸른밥상,"경기도 하남시 미사강변한강로158번안길 38, 1층 101호 (망월동)",
일반음식점,대가,"경기도 하남시 대성로 112, 1층 (교산동)",02  -481 -4428
일반음식점,마니피끄(MAGNIFIQUE),"경기도 하남시 미사강변한강로354번길 20, 1층 101호 (망월동)",
일반음식점,제육불지존,"경기도 하남시 미사강변한강로158번안길 37, 1층 (망월동)",031 -792 -7305
일반음식점,하남돼지집 미사 신도시점,"경기도 하남시 미사강변북로30번안길 26, 1층 (망월동)",031 -791 -7992
일반음식점,찌게이야기,"경기도 하남시 하남대로784번길 38-1, 1층 (신장동)",031 -796 -7750
일반음식점,엄마의 부엌(Mom's kitchen),"경기도 하남시 하남대로 747, 하남두산위브파크 1층 109호 (신장동)",031 -791 -8029
일반음식점,에이치에프리테일,"경기도 하남시 위례대로 190, 위례 효성해링턴 타워 1층 124-1호 (학암동)",02  -403 -1006
일반음식점,장흥출장뷔페 3호점,"경기도 하남시 감초로 5, 1층 (감북동)",02  -470 -0771
일반음식점,하남 동태탕,"경기도 하남시 미사강변동로 73, 미사강변 노블레스 2층 201,202호 (망월동)",031 -792 -0737
일반음식점,200개의 스푼,"경기도 하남시 미사대로 1009, 1층 (배알미동)",031 -796 -0090
일반음식점,오백국수&죽,"경기도 하남시 신평로 83, 진모루마을현대아파트 1층 101호 (덕풍동)",031 -791 -2982
일반음식점,광진소곱창,"경기도 하남시 미사강변대로226번길 34, Apple빌딩 1층 108,109호 (망월동)",031 -793 -6660
일반음식점,망향비빔국수,"경기도 하남시 하남대로 426, 1층 (하산곡동)",031 -794 -2299
일반음식점,남다른 감자탕 하남미사점,"경기도 하남시 미사대로 616-1, 1층 (신장동)",031 -795 -2181
일반음식점,미사생선,"경기도 하남시 미사강변대로226번길 48, A+구산프라자 1층 109호 (망월동)",031 -795 -0049
일반음식점,삼다애,"경기도 하남시 미사강변대로 84, 미사탑프라자 2층 207,208호 (풍산동)",031 -792 -9787
일반음식점,Bee BAR(비바),"경기도 하남시 미사강변대로226번안길 25, 디럭스프라자1 2층  201호 (망월동)",
일반음식점,장수촌,"경기도 하남시 서하남로 428, 2,3층 (춘궁동)",031 -792 -5753
일반음식점,맥주생각,"경기도 하남시 하남대로776번길 14-24, 에스앤에벤에셀 1층 101,102호 (신장동)",031 -795 -7557
일반음식점,그린한식뷔페,"경기도 하남시 미사강변대로 80, 그린프라자 3층 302,303,304호 (풍산동)",031 -793 -5404
일반음식점,해와달 양평해장국,"경기도 하남시 조정대로 45, 미사센텀비즈 1층 알139,140,141호 (풍산동)",031 -5175-3227
일반음식점,네오피자 하남점,"경기도 하남시 신장1로 19, 1층 (신장동)",031 -794 -4426
일반음식점,미사리스테이크 미사직영점,"경기도 하남시 미사강변대로226번길 48, A+구산프라자 1층 112~113호 (망월동)",031 -794 -2451
일반음식점,후쿠오카함바그 하남점,"경기도 하남시 미사대로 750, 스타필드 하남(pk마켓) 지하2층 (신장동)",070 -7545-7490
일반음식점,한촌설렁탕 하남미사점,"경기도 하남시 조정대로 150, 아이테코 R101호 1층 (덕풍동)",031 -790 -0038
일반음식점,배고을 산골 순대국,"경기도 하남시 미사강변한강로 290-3, 미사강변도시씨3단지 상가동 1층 122호 (망월동)",031 -791 -1320
일반음식점,샹하이,"경기도 하남시 검단로 28, 선정빌딩 202호 2층 (하산곡동)", 031-7955-257
일반음식점,카페 송그레,"경기도 하남시 하남대로 804, 심산빌딩 1층 (신장동)",
일반음식점,청년피자 하남점,"경기도 하남시 대청로59번길 24, 더우개마을동일아파트 상가 102호 1층 (신장동)", 031-7957-438
