,name,소개,상세 정보,이용 시간,요금 정보,장소 특성,주요목적,주요목적 기타,평균 소요 시간,경사도(난이도),편의시설,기타 상세,장애인 시설정보,장애인 활동 보조 필요성,부대시설,숙박 업종,대표 메뉴 상세,금연여부,등급,룸개수,셔틀버스 운행 여부,애완동물동반허용여부,조식제공 여부,예약 가능 여부,노키즈존,대표 메뉴,방 보유,유아 서비스,유아 서비스 상세,부대시설 기타,Late체크인여부,공항교통편,장애인전용객실여부,유아 서비스 기타,취급품목,취급품목 기타,택배배송여부
3210,천상의노을,집 앞 도로가 올레16코스인 산책하기 좋은 작은 리조트형 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설",우수관광사업체,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3211,청재설헌,"청재설헌은 ‘Bed and Breakfast’라는 슬로건을 추구한다. 각종 비타민이나 영양식을 추구하는 현대인은 이해 할지 모르겠다. 하지만 우리네 어머니들이 늘 말씀하시던 한결같은 말 중에 “건강하려면 단잠을 자고 제 때 끼니를 잘 먹어야한다”고 하셨다. 2000년 11월 처음 문을 연 청재설헌은 더도 덜도 없이 그 말 그대로를 실천하는 내츄럴 숙박시설이다. 'Bed'는 잘 자는 것, ‘Breakfast’는 아침식사를 하는 것을 말한다. 청재설헌에서는 주인과 객이 함께 아침식사를 하는 곳이다. 호화스러운 호텔이나 여타 숙박시설과 달리 청재설헌 건물은 소박하게 지어졌다. 서귀포 토평동 중산간 자락, 한라산 남사면이라 어느 곳이든 한라산 정상이 한눈에 보이는 지역의 특성을 고려한 듯, 숙소 앞 정원에서도 건물 지붕 뒤로 한라산을 가리지 않는다.",,Checkin : 15:00 ~ Checkout : 11:00,,,,,,,,,,,,펜션/민박,,,,,,,,,,,,,,,,,,,,,
3212,청정고을민박,추자항에서 걸어서 1분거리인 가까운 민박,,Checkin : ~ Checkout :,,,,,,,"무료 WIFI,화장실,편의점",,,,,펜션/민박,,전체금연,없음,2,운행안함,동반불가능,유료제공,,,,,,,,,,없음,,,,
3213,체이슨호텔 더 리드,2018년 오픈한 아이콘폰트 디자인 호텔,연중무휴/12:00am 프론트 업무 마감,Checkin : 15:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI",,장애인 시설정보 >,쉬움,인터넷,호텔,,전체금연,없음,108,운행안함,동반불가능,유료제공,,,,,,,스마트오피스,불가능,"800, 800-1",없음,,,,
3214,체이슨호텔 더 스마일,2017년 오픈하여 서귀포에 자리잡은 디자인 호텔 브랜드 '체이슨호텔 더 스마일',체크인 15:00 · 체크아웃 11:00,Checkin : ~ Checkout :,,,,,,,"공용주차장,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3215,초록새록,애월읍 신엄리에 위치한 통나무펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3216,초록하우스,협재해수욕장에 위치한 게스트하우스 & 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3217,초콜릿펜션,이호테우해변에 위치한 깔끔한 인테리어를 자랑하는 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3218,추사랑민박,추사랑 민박 해수욕장 바로 앞,,Checkin : ~ Checkout :,,,,,,,"공용주차장,화장실,무료 WIFI",,,,식음료장,펜션/민박,,흡연구역제공,없음,5,운행,동반불가능,유료제공,,,,,,,,가능,,없음,,,,
3219,추자도민박,"도시어부,생방송투데이 촬영 민박!",,Checkin : ~ Checkout :,,,,,,,"화장실,흡연구역",,,,"식음료장,바베큐장",펜션/민박,,흡연구역제공,없음,6,운행,동반불가능,유료제공,,,,,,,,가능,,없음,,,,
3220,추자도휴양펜션,한옥으로 지어진 민박 앞으로는 바다뷰 뒤로는 멋진 정자와 산책로,,Checkin : ~ Checkout :,,,,,,,"공용주차장,화장실,무료 WIFI,흡연구역",,,,"세탁서비스,바베큐장",펜션/민박,,전체금연,없음,6,운행,동반불가능,유료제공,,,,,,,,가능,,없음,,,,
3221,추자바다25시,추자도 묵리가 한눈에 보이는 민박 낚시인들이 많이 찾아오는 곳,,Checkin : ~ Checkout :,,,,,,,"공용주차장,화장실",,,아주 어려움,식음료장,펜션/민박,,전체금연,없음,12,운행,동반불가능,유료제공,,,,,,,,가능,,없음,,,,
3222,추자섬민박,후포해변과 나바론하늘길 인접한 곳,,Checkin : ~ Checkout :,,,,,,,"무료 WIFI,흡연구역",,,쉬움,"바베큐장,세탁서비스",펜션/민박,,흡연구역제공,없음,5,,동반불가능,유료제공,,,,,,,,가능,,없음,,,,
3223,추자피싱랜드,무인카페오 같이 운영하는 민박,,Checkin : ~ Checkout :,,,,,,,"화장실,무료 WIFI",,,아주 어려움,"식음료장,세탁서비스,바베큐장",펜션/민박,,흡연구역제공,없음,7,운행,동반불가능,유료제공,,,,,,,,가능,,없음,,,,
3224,취다선리조트,취다선리조트 Tea&Meditaion은 쉼을 최우선으로 하는 명상 리조트다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,카사마리나,표선해수욕장 주변에 위치해 있는 카사마리나 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3226,카이리조트,한림공원과 협재해수욕장 근처에 위치한 호텔식 리조트,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,어려움,,리조트/콘도,,,,,,,,,,,,,,,,,,,,,
3227,캐빈타운,아름답고 편안함을 제공하는 단체 여행객 전용 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3228,캐슬 드 한림,제주공항에서 35분 거리에 위치한 담장이 높고 마당이 넓어 외부와 완전히 독립된 곳,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3229,캠퍼트리호텔앤리조트,해안동 무수천 인근에 위한 단독형 빌라 호텔,,Checkin : ~ Checkout :,,,,,,,"공용주차장,카드결제,화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3230,케이관광호텔제주,제주시내 상권에 위치하고 있는 모던한 이미지의 관광호텔,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설",,장애인 시설정보 >,쉬움,,,,,,,,,,,,,,,,,,,,,,,
3231,켄싱턴리조트 서귀포,아름다운 자연경관을 가진 제주 서귀포 지역에 위치한 리조트,체크인 15시 체크아웃 11시,Checkin : 15:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,장애인 시설정보 >,쉬움,"식음료장,세미나실,풀장,스파,세탁서비스,연회장,인터넷,바베큐장,비즈니스시설",리조트/콘도,,흡연구역제공,4성급,223,운행안함,동반불가능,유료제공,,,,,무,,"키즈라운지, 펀스테이션, 해수사우나, 세탁실, 노래방, 편의점",가능,600번 공항버스로 40분 리조트 앞 버스종류장 위치,없음,키즈프로그램,,,
3232,코델리아리조트,성산일출봉을 배경으로 정원과 수영장이 어우러진 리조트,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",착한가격 업소,장애인 시설정보 >,쉬움,,,,,,,,,,,,,,,,,,,,,,,
3233,코자호텔,제주 천연 화산 해수 스파를 테마로 한 부티끄 호텔,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3234,코코스펜션,협재해수욕장 도보4분거리에 있고 야자수와 수영장이 멋진 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3235,콤마게스트하우스,표선 상업지역에 위치해 이용이 편리한 게스트하우스,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3236,콤포스텔라 별들의들판,귀덕 마을에 위치한 조용하게 쉴 수 있는 게스트하우스,월-토 9:00am - 22:00pm (break time 15-17pm) 일 12:00pm -22:00pm (break time X),Checkin : 04:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,경보 및 피난시설",,,,"식음료장,세미나실,세탁서비스,인터넷,비즈니스시설",게스트하우스,,흡연구역제공,없음,6,운행안함,동반불가능,무료제공,,,,,,,자전거 대여,가능,"제주공항 4번 게이트에서 102번 버스 탑승, 한림에서 픽업 가능",,36개월 미만 동반 불가,,,
3237,쿨쿨하우스,서귀포 향토 오일시장 인근에 위치한 게스트하우스,연중무휴,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3238,클럽ES리조트 제주,도시와 문명에 지친 이들에게 때 묻지 않은 자연 속 편안한 휴식을 드리기 위해 설립된 휴양 전문 리조트,,Checkin : 14:00 ~ Checkout : 12:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,장애인 시설정보 >,쉬움,"식음료장,세미나실,풀장,세탁서비스,연회장,인터넷,비즈니스시설",리조트/콘도,,전체금연,없음,153,운행안함,동반불가능,유료제공,,,,,,,"게임룸, 키즈룸, 어린이놀이터, 숲쉼터,편의점",가능,,있음,,,,
3239,클로버비앤비,"우도와 바다, 성산일출봉이 한눈에 보이는 올레1코스 시작점에 위치한 클로버비앤비",,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3240,킴스캐빈,성산일출봉 근처 조용한 게스트하우스,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3241,킹스통나무,애월 경마공원 근처에 위치한 통나무 독채펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3242,타미우스골프앤빌리지,일본 자연주의 철학자이자 코스설계자 가토슌수케의 코스디자인이 풍경화처럼 아름다운 골프장,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,어려움,,,,,,,,,,,,,,,,,,,,,,,
3243,탐라누리,서귀포시 성산읍 수산 자연생태마을에 위치한 민박집,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,
3244,탐탐56,탐라를 탐하다,연중무휴,Checkin : ~ Checkout :,,,,,,,"공용주차장,화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3245,탑팰리스호텔,"탑동에 위치, 에메랄드빛 바다가 내려다 보이는 호텔",,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3246,태성민박,태성민박과 여행사를 같이 운영,,Checkin : ~ Checkout :,,,,,,,"화장실,무료 WIFI,흡연구역,편의점",,,아주 어려움,"식음료장,세탁서비스",펜션/민박,,흡연구역제공,없음,6,운행,동반불가능,유료제공,,,,,,,,가능,,없음,,,,
3247,태흥리조트,바다가 한눈에 보이는 리조트,연중무휴,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3248,태흥여관,태흥여관,,Checkin : ~ Checkout :,,,,,,,,,,아주 어려움,,모텔/여관,,전체금연,없음,12,운행안함,동반불가능,없음,,,,,,,,가능,,없음,,,,
3249,탱자탱자게스트하우스,365일 재미가 있는 게스트하우스,연중무휴,Checkin : ~ Checkout :,,,,,,,"공용주차장,화장실,무료 WIFI",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3250,테디밸리호텔,아름다운 곶자왈 숲에서 느끼는 여유있는 골프텔,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,쉬움,,,,,,,,,,,,,,,,,,,,,,,
3251,테마하우스,파도가 웃음으로 반겨주는 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3252,토리코티지카레클린트,옛 제주 집의 정서와 향기를 보존한 곳,연중무휴,Checkin : ~ Checkout :,,,,,,,"공용주차장,화장실,무료 WIFI",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3253,토마토하우스,"성산일출봉, 섭지코지 등 볼거리와 성산항 수산시장, 잠수함, 낚시배 등의 체험관광을 도보 5분 거리에서 즐길 수 있는 곳",,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3254,토토하우스,제주 고품격 가족 및 키즈 독채 펜션,입실 15:00 / 퇴실 11:00,Checkin : 15:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,,"식음료장,세미나실,풀장,세탁서비스,인터넷,바베큐장",펜션/민박,,전체금연,없음,3,,동반가능,없음,,,,,무,,키즈룸,가능,공항에서 20분,,,,,
3255,투데이제주펜션,넓고 아름다운 정원이 있는 별장,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3256,파더하우스,제주도 애월읍 하가리 마을 안에 위치한 아늑한 숙소,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3257,파도봐펜션,전객실 오션뷰~아름다운 풍경과 낭만이 있는 펜션..서귀포 파도봐펜션 입니다.,"15시 입실, 11시 퇴실 -> 조정가능. 24시 영업 / 휴일 없음.",Checkin : 15:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,엘리베이터",,장애인 시설정보 >,쉬움,"세탁서비스,인터넷,바베큐장",펜션/민박,,전체금연,없음,12,운행안함,동반가능,없음,,,,,,,퍼터연습장,불가능,버스정류장 도보 7,없음,,,,
3258,파미유스파리조트,파미유는 불어로 가족이란 뜻으로 가족을 대하는 마음으로 서비스를 제공하는 리조트,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,,,,,,,,,,,,,,,,,,,,,,,,
3259,파밀리아호텔,"가족과 함께 머물고 싶은 곳, 파밀리아",연중무휴,Checkin : ~ Checkout :,,,,,,,"공용주차장,화장실,엘리베이터",,장애인 시설정보 >,어려움,,,,,,,,,,,,,,,,,,,,,,,
3260,파인비치,조용한 시골 어촌에 위치하여 매일 점심 시간대에 열리는 수산물 경매 과정을 볼 수 있고 주 특산물인 싱싱한 당일 바리 옥돔을 구매할 수 있는 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3261,파인힐호텔,푸른바다와 천혜의 자연이 살아 숨쉬는 아름다운섬 PINE HILL호텔에 찾아주셔서 감사합니다.,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,어려움,,,,,,,,,,,,,,,,,,,,,,,
3262,파크빌리지,잣나무 낙엽송으로 내부 인테리어를 한 자연 웰빙테마의 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3263,파크사이드호텔,신제주 중심에 위치한 깔끔한 호텔,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,어려움,,,,,,,,,,,,,,,,,,,,,,,
3264,팔도민박,마라도 해안을 함께 할 수 있는 정겨운 민박집,,Checkin : ~ Checkout :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,팜밸리리조트,서귀포시에 위치한 개인정원과 개인수영장을 갖춘 럭셔리 풀빌라 리조트,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3266,팜빌리지,프라이빗 모던 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3267,팜힐,서귀포 중문관광단지 옆에 위치한 이국적인 분위기의 콘도형 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
3268,패밀리아팬션,유럽풍 복층형 독채 휴양펜션,,Checkin : ~ Checkout :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,펜션 수망가라,"서귀포 수망리 펜션 수망가라 신축 펜션, 최고급 풀옵션 침구, 직접 가꾼 무공해 싱싱한 야채 서비스",입실시간 - 14:00 / 퇴실시간 - 11:00,Checkin : 14:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,경보 및 피난시설",,,쉬움,바베큐장,펜션/민박,,전체금연,,3,,동반가능,없음,,,,,,,주차장,가능,,,,,,
3270,펜션 에덴호스텔,제주국제공항으로부터 차로 7~8분 거리에 위치한 펜션,,Checkin : ~ Checkout :,,,,,,,"화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3271,펜션연리,서귀포 중문에 전망 좋은 곳에 위치한 아름다운 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3272,펜션해다미,용담해안도로에 위치해있는 콘도형 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3273,펜션형민박꿈꾸는숲,바다가 한눈에 보이는 리조트,연중무휴,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3274,펠리스타운,성산 일출봉에서 3km 떨어진 서귀포 해변의 인근에 있는 아늑한 호스텔,,Checkin : ~ Checkout :,,,,,,,"공용주차장,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3275,포비네오두막게스트하우스,"아늑하고도 자유로운 곳, 포비네 오두막",이용시간 : 청소시간(10:00~11:00)외 자유 연중무휴,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제",,,,,,,,,,,,,,,,,,,,,,,,,,
3276,포시즌펜션,전객실 바다전망과 서귀포 시내에서 5분거리에 위치한 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",우수관광사업체,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3277,포유펜션,남원에 위치한 감귤과수원 및 연못이 있는 펜션,,Checkin : ~ Checkout :,,,,,,,"현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3278,포지타노인제주,성산에 위치한 커플펜션 포지타노인제주펜션입니다.,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3279,폴라리스인제주,가족 단위로 머물기 좋은 펜션,연중무휴,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3280,폴리폴리,표선해비치해변 및 하나로마트가 근처에 있고 1층과 2층을 모두 사용하는 독채팬션입니다.,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3281,폴에이리조트,"서귀포의 중심에 자리잡고 있으며, 앞으로는 바다에 떠 있는 범섬과 뒤로는 한라산을 조망할 수 있고 맑은 새소리를 들으며 추억을 남길 수 있는 쾌적한 휴양리조트",,Checkin : 16:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,장애인 시설정보 >,어려움,,리조트/콘도,,,,,,,,,,,,,,,,,,,,,
3282,퐁낭하우스제주,한림에 위치한 안전인증민박,,Checkin : ~ Checkout :,,,,,,,,,,,,펜션/민박,,,,4,,동반가능,,,,,,,,,,,,,,,
3283,푸르미르 펜션,푸르미르펜션은 성산포와 우도 그리고 섭지코지 근처에 위치 해 있습니다.,,Checkin : ~ Checkout :,,,,,,,"화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3284,풍차와노을 독채펜션,제주 신창리 바닷가에 위치한 가족독채펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3285,프라이빗리조트,전 객실 자쿠지가 있는 유럽풍 펜션 프라이빗 리조트,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3286,플라마 펜션,한림항과 협재해수욕장 근처에 위치 한 펜션,,Checkin : ~ Checkout :,,,,,,,"화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3287,플로라펜션,제주공항에서 10분거리에 위치한 플로라펜션은 고급 건축물에만 사용하는 자재를 사용한 펜션입니다.,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3288,피노호텔,깔끔하고 모던한 인테리어에 아늑한 휴식처 피노호텔,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3289,피디스테이션,"제주 동쪽 작은 마을 안, 마음이 쉬어갈 수 있는 곳","체크인 : 오후 5시 ~ 밤 9시, 체크아웃 : ~오전 10시30분, 조식 무료 포함(단, 수요일 예약(목요일 조식)에는 제공되지 않음) 서비스로 피크닉 바구니, 대형 튜브, 즉석 카메라 등 렌탈 카능",Checkin : 17:00 ~ Checkout : 10:30,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설",,,어려움,인터넷,펜션/민박,,흡연구역제공,없음,7,운행안함,동반불가능,무료제공,,,,,무,,무료 주차장,가능,,없음,"유아 식기류, 장난감, 샤워가운 등 구비",,,
3290,피우다 게스트하우스,한경면 저지리에 위치한 작은 민박집,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3291,하녹펜션,애월읍 하귀리에 위치한 하녹펜션은 제주에 흔치 않은 한국 전통방식으로 지어진 한옥펜션이다.,,Checkin : ~ Checkout :,,,,,,,"공용주차장,화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3292,하늘을달리다,예스러움이 돋보이는 정겨운 민박,연중무휴,Checkin : ~ Checkout :,,,,,,,"공용주차장,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,
3293,하늘정원펜션,서귀포 칼호텔에서 차로 3분 거리 내에 위치한 하늘정원펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
