장소,타입,위치,해시태그,좋아요,찜하기,리뷰,일정 등록,방문했어요,조회,SNS 공유,관광지,음식점,숙박,쇼핑,소개,상세 정보,이용 시간,요금 정보,장소 특성,주요목적,주요목적 기타,평균 소요 시간,경사도(난이도),편의시설,기타 상세,장애인 시설정보,장애인 활동 보조 필요성,부대시설,숙박 업종,대표 메뉴 상세,금연여부,등급,룸개수,셔틀버스 운행 여부,애완동물동반허용여부,조식제공 여부,예약 가능 여부,노키즈존,대표 메뉴,방 보유,유아 서비스,유아 서비스 상세,부대시설 기타,Late체크인여부,공항교통편,장애인전용객실여부,유아 서비스 기타,취급품목,취급품목 기타,택배배송여부,main_category
우유부단,음식점,제주특별자치도 제주시 한림읍 금악동길 38,"['카페 ', '디저트 ', '아이스크림', '우유']",10,213,38,0,1,18988,5,"['금악오름(왕매)', '성이시돌목장', '정물오름', '탐나라공화국(제주남이섬)', '성클라라수도원 금악성당', '누운오름(한림읍)', '당오름(안덕면)', '더힐하우스스파']",[],['블랙스톤리조트'],['미앤제주'],이시돌 목장에서 생산된 유기농 우유로 만든 유제품 디저트를 만날 수 있는 곳,09:30 - 17:30 하절기(4월-9월) / 10:00 - 17:00 동절기(10월-3월),,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,,카페
델문도,음식점,제주특별자치도 제주시 조천읍 조함해안로 519-10,"['카페 ', '커피 ', '빙수']",17,251,37,0,0,19659,9,"['함덕해수욕장', '너븐숭이 4.3기념관', '북촌돌하르방미술관', '조천함덕해안도로', '함덕카페거리', '제주카약', '연북정', '제주항일기념관', '조천만세동산', '함덕백사장 & 서우봉', '함덕야영장', '조함해안도로', '로로 요가', '다려도', '북촌포구', '조천비석거리', '팀케이', '단산과 방사탑', '북촌국민학교', '정주항', '북촌환해장성', '함덕잠수함(이고제주)', '조천중학원 옛터', '북촌리 4.3길', '제주잠수함(국제리더스클럽)', '김택화미술관']","['북촌에가면', '잠녀해녀촌', '땅꼬분식 뷔페', '다래향', '달잠키친', '숨어있는집', '귤꽃', '함덕밀면', '깡촌흑돼지', '오드랑베이커리', '망고레이 함덕점', '햇살가득돌담집', '피시야 카페', '바다어사또', '알라스카인제주', '정순화손두부', '방모루', '어멍', '준반점', '어머니몸국', '아따블르', '바캉스샤브샤브', '서우봉가든', '저팔계깡통연탄구이', '함덕카페h', '대성아귀찜', '블랙포엠', '창흥식당', '함덕찜', '달사막', '호끌락다락', '하누가물애', '커피디셈버 함덕점', '보노리미니', '카페3535.1', '달그락식탁']","['대명리조트 제주', '야호비치하우스', '라마다 제주 함덕 호텔', '선샤인호텔', '우리희망이 게스트하우스', '북촌플레이스', '제주코기네', '함덕삼다펜션', '유탑유블레스호텔', '로즈비치', '아프리카게스트하우스', '꿈꾸는정원', '조천스테이', '오션그랜드호텔 (함덕)', '게으르게', '제주필하우스', '마빈', '신흥소시민', '아침해변', '로지게스트하우스']","['함덕오일시장', '다시방프로젝트', '만춘서점']",함덕 해수욕장 한가운데에 위치한 서우봉과 해변 풍경이 아름다운 카페,주문마감 23:30,"평일 : 07:00 ~ 24:00 , 주말 : 07:00 ~ 24:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대",,,,,,,,,,,,,,,,,,,,,,,,,,,카페
스카이 온 파이브 다이닝,음식점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 메리어트관 제주신화월드 호텔앤리조트 5층,"['스카이온파이브그릴 ', '스테이크 ', '와인', '레스토랑']",27,28,35,0,8,8350,6,"['오설록티뮤지엄', '소인국테마파크', '제주항공우주박물관', '신화테마파크', '이니스프리제주하우스', '이상한 나라의 앨리스', '서커스월드공연장', '조은승마장', '바이나흐튼 크리스마스 박물관', '하늘여행 행글라이더체험장', '꽃썸', '제주올레 14-1코스', '신화워터파크', '번개레이싱', '서광리 곶자왈생태탐방로', '액트(AC.lll.T) 볼링장', '제주신화전설탐방로', '거린오름 (북오름)', '북오름', '그대, 나의 뮤즈 : 클림트 to 마티스', '임문숙 가족 헛묘', '삼밭구석 & 동광리4·3희생자위령비']","['濟州膳제주선', '르쉬느아 (Le Chinois)', '서광춘희', '빨간모자마법사', '랜딩 다이닝(Landing dining)', '허파곶자왈화덕피자', '수구레국밥', '꼬꼬닭한마리', '아시안 푸드 스트리트', '제주그림카페', '재복헌훠궈', '엠 라운지 M Lounge', '봉you', '흑돼지신화', '디 아일렛 라운지', '랜딩 라운지', '더 코브', '박장군', '카페 베트로(CAFÉ VETRO)', '성화정', '번개피자', '바온탑', '신화테라스', '제주선 더블랙']","['랜딩관 제주신화월드 호텔앤리조트', '코즈게스트하우스', '메리어트관 제주신화월드 호텔앤리조트', '서머셋 제주신화월드 호텔앤리조트', '제주항공우주호텔', '라이온힐펜션', '테디밸리호텔', '동막골게스트하우스', '신화관 제주신화월드 호텔 앤 리조트', '제주신신휴양펜션', '제주머무리']",[''],제주의 아름다움이 스카이뷰와 함께 펼쳐지는 메리어트 다이닝,"이용시간 조식 06:30-10:30, 런치 12:00-14:30, 디너 18:00-21:30 / 요금 조식: 성인 45,000 소인 25,000, 런치: 성인 49,000 소인 25,000, 디너: 성인 75,000 소인 35,000","평일 : 06:30 ~ 21:30 , 주말 : 06:30 ~ 21:30",,,,,,,"공용주차장,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,장애인 시설정보 >,,,,.,,,,,,,,,,,,,,,,,,,,,양식
우진해장국,음식점,제주특별자치도 제주시 서사로 11,"['해장국 ', '고사리육개장 ', '사골해장국', '녹두빈대떡']",15,235,33,0,1,17670,17,"['용두암', '제주하늘을날다(패러글라이딩)', '용연', '관덕정', '제주목관아', '국립제주박물관', '탑동', '민속자연사박물관', '삼성혈', '두맹이골목', '사라봉', '전농로 서사라문화거리', '용담/용두암 해안도로', '제주문예회관', '제주월드21', '보물섬하이킹', '용담레포츠공원', '제주 패러글라이딩 스쿨', '김만덕객주', '제주국제공항', '산지등대', '산지천', '흑돼지거리', '용두암해안도로카페거리', '사라봉공원', '탑동해변공연장', '용연카누클럽', '김만덕기념관', '오현단', '제주성지', '아라리오뮤지엄탑동시네마', '아라리오뮤지엄동문모텔1', '제주향교', '제주교육박물관', '제주스쿠터여행', '비블리아성서식물원', '아홉굿마을 낙천리 농어촌체험마을', '돛오름', '아라리오뮤지엄동문모텔2']","['제주김만복(만복이네김밥집)', '미친부엌', '고집돌우럭(제주공항점)', '김희선몸국', '오라숲소리', '만선식당', '삼다도횟집', '바다풍경횟집', '쉬림프박스', '산지물식당(건입동본점)', '명품진전복해물탕', '신설오름', '살롱드라방 SALON de LAVANT', '스시호시카이', '국수마당', '일통이반', '덤장', '서문수산', '넉둥베기 고사리육개장', '골막식당', '은희네해장국 (일도점)', '하노이안브라더스', '탑동산호전복', '화로향', '현옥식당', '바다위에코끼리', '제주토속몸국', '제주침시술소바 (오로라식품)', '성미식당', '태광식당', '초밥군커피씨', '다가미(도남)', '만원의행복', '해금강횟집', '명성식당', '그린정']","['라마다프라자제주호텔', '오션스위츠호텔 제주', '호텔 리젠트마린', '제주KAL호텔', '예하게스트하우스', '호스텔린든(Hostel lyndon)', '슴게스트하우스 제주공항점', '미소게스트하우스', '제주오리엔탈호텔']","['제주동문시장(동문재래시장)', '제주동문수산시장', '제주중앙지하상가', '제주칠성로상가', '더아일랜더', '뷰티풀제주', '서문공설시장', '보성시장', '다나한한복 앤 러블리베베', '바당의물질', '선물고팡', '삼다닷컴', '용연낚시', '제일토산품', '이제주숍']",제주 향토 음식인 고사리 해장국을 만날 수 있는 한식당,"명절 휴무(설 3일, 추석 3일)","평일 : 06:00 ~ 22:00 , 주말 : 06:00 ~ 22:00",,,,,,,"공용주차장,현금결제,카드결제",,,,,,,,,,,,,,,,,,,,,,,,,,,한식
춘심이네,음식점,제주특별자치도 서귀포시 안덕면 창천중앙로24번길 16,"['무슬림 ', '갈치조림 ', '통갈치', '은갈치']",8,257,31,0,0,25745,11,"['카멜리아힐', '제주실탄사격장', '안덕계곡', '귤밭76번지', '군산(군산오름,코메오름)', '세계자동차 & 피아노박물관', '제주유리박물관', '건강과성박물관', '피규어뮤지엄 제주', '중문미로파크', '예래생태체험관', '대유ATV수렵사격랜드', '열리해안길', '창고천생태공원', '월나봉(도래오름)']","['운정이네', '중문랜드프리미엄뷔페', '쉬는팡가든', '제주진미마돈가', '아뜰리에 제주명월', '숨비나리카페', '창천삼거리식당', '서민흑돼지', '감산우리가든', '황토기와집', '내담', '바람이풀에그림그린날', '숨비나리']","['베이힐 풀앤빌라', '중문훼미리리조트', '하바다 통나무집', '도도펜션', '중문빌리지', '서귀포호텔 카라반', '레이크힐스 제주 리조트', '쥬빌리펜션', '하얀도화지', '쉴띠펜션&게스트하우스', '중문햇빛펜션', '팜힐', '투데이제주펜션', '웨스티하우스']",[''],서귀포시 안덕면에 위치한 제주 은갈치 본연의 맛을 느낄 수 있는 음식점,"브레이크타임(15:30~17:00) 매년 수능 전일,당일 휴업","평일 : 10:30 ~ 20:00 , 주말 : 10:30 ~ 20:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,음료대",,,,,,,,,,,,,,,,,,,,,,,,,,,한식
테라로사,음식점,제주특별자치도 서귀포시 칠십리로658번길 27-16,"['커피 ', '빵 ', '카페', '원두']",6,159,31,0,1,16580,5,"['쇠소깍', '감귤박물관', '소천지', '제주올레 6코스', '쇠소깍해변', '쇠소깍제트', '섶섬(서귀포해양도립공원)', '서귀포 다이브센터', '제지기오름', '게우지코지', '신효베스트마을', '보목포구', '신효 생활개선회', '공천포구', '월라사', '월라봉(효돈)', '율랜드 다이브센터']","['어진이네횟집', '국수의전설', '하효살롱', '바굥식당', '쇠소깍모꼬지', '보목해녀의집', '흑한우명품관', '제주다음', '또또시', '다육이풍경', '쇠소깍오메기식당', '넘버 138', '섶섬지기', '공천포식당', '카페숑', '하효소머리국밥', '베지그랑', '성광식당', '아서원', '팜알로하', '유나카페', '쇼밥']","['더베이리조트', '제주펜션향림원', '볼몽지엥하우스', '제주잔잔', '서귀포통나무집', '밀레니엄빌', '더블루제주', '호텔서귀피안', '하늘정원펜션', '쇠소깍올레민박', '쇠소깍섬도리왓펜션', '성게돌 펜션']",['제주그림'],"커피와 빵으로 유명한 테라로사의 서귀포지점, 쇠소깍근처, 커피용품판매","연중무휴, 마지막 주문 20:30","평일 : 09:00 ~ 21:00 , 주말 : 09:00 ~ 21:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,,카페
마노르블랑,음식점,서귀포시 안덕면 일주서로2100번길 46,"['카페 ', '커피 ', '음료', '애프터눈티']",9,97,30,0,4,15835,16,"['용머리해안', '산방굴사', '산방산탄산온천', '산방산', '산방산 용머리해안 지질트레일', '포레스트 판타지아', '사계해변', '점보빌리지', '제주추사관', '하멜상선전시관', '추사적거지', '단산(바굼지오름)', '산방산 랜드', '사계 용머리해안 (해산물)', '대정향교', '추사 유배길 - 3코스 사색의 길', '하멜기념비', '설쿰바당', '산방산 수국', '남문지못', '추사 유배길 - 1코스 집념의 길', '수월이못', '동계 정온 유허비', '송계순집터', '기독교순례길 4코스(화해의길)', '송죽사터', '한남의숙터', '사계항']","['치치퐁', '산방산에 옛촌', '거멍국수', '신옛촌', '남경미락', '웬드구니', '춘미향 식당', '지오아라', '순천미향', 'kim여사의밥상', '몬떼마레', '체면', '레이지박스', '카페앤드효은양갱', '원앤온리', '써니하우스 커피&핫도그', '구닮카페(구름을닮다)', '카페덕수리2180']","['글라라의집', '디오션힐', '아올키즈펜션', '까사데비발디호텔', '루시드엠', '산방산에펜션', '하이디펜션', '바다스케치', '해담은스파빌', '미르빌펜션', '사계여행민박', '하늘조각', '달콤한소금만들기', '이디살래', '금서방네이층집', '몬떼뷰 스테이', '제주풍경하우스']","['갈중이', '사회복지법인 평화의마을', '바이올가 영어마을점', '농업회사법인 나무와열매 주식회사']",산방산과 형제섬의 동쪽으로 한라산이 보이는 분위기 좋은 카페,,"평일 : 10:00 ~ 19:00 , 주말 : 10:00 ~ 19:00",,,,,,,"공용주차장,현금결제,카드결제,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,,카페
가시아방,음식점,제주특별자치도 서귀포시 성산읍 섭지코지로 10,"['고기국수 ', '비빔국수 ', '향토음식']",12,372,29,0,0,33617,18,"['섭지코지', '아쿠아플라넷 제주', '지니어스 로사이', '신양섭지해수욕장', '유민미술관', '지포뮤지엄', '성산 유채꽃재배단지', '쇠와꽃 승마장', '붉은오름(성산읍)', '신양해안도로', '협자연대', '온평리 환해장성', '터진목 & 성산면 4·3희생자 위령비', '휘닉스 르쏠레이테라피']","['섭지코지 해녀밥상', '섭지해녀의집', '삼대해녀의집', '마돈', '어머니닭집', '청호식당', '커피먹는 고냉이', '어멍횟집', '소라네집', '백기해녀의 집', '섭지향', '고등어쌈밥', '방듸', '복댕이', '해월향', '섭지코지화덕피자']","['휘닉스 제주 섭지코지', '골든튤립 제주 성산호텔', '오션스퀘어', '노낭게스트하우스', '빌라배알로', '브라운 스위트 제주 호텔 & 리조트']",[''],제주도 사투리로 장인이라는 뜻의 가시아방은 고기국수와 돔베고기가 유명한 성산읍 맛집,"첫째주, 셋째주 수요일 휴무","평일 : 10:30 ~ 21:00 , 주말 : 10:30 ~ 21:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,,향토음식
카페콜라,음식점,제주특별자치도 제주시 한림읍 일주서로 5857,"['콜라 ', '체리콕 ', '고르곤졸라피자', '커피콕']",0,110,28,0,0,7847,0,"['애월한담해안산책로', '곽지해수욕장', '한담해변', '선운정사', '제주올레 15-A코스', '이랜드뮤지엄', '애월 한담 카약', '(주)제주해양레저 투명카약', '보통청춘기록실 청춘사진관', '해피맘하우스', '곽지해수욕장야영장', '문서프', '한림해안도로', '제주기독교순례길', '핸즈웍스', '곽지레저 & 서프나우', '기독교순례길 1코스(순종의길)', '곽지패총', '갑자기 히어로즈 벽화길', '귀덕연대', '라신동', '금성포구', '대림리선돌', '대수포구', '브레이브독스']","['봄날카페', '몽상드애월(몽상)', '애월더선셋', '붉은제주', '호박다방', '곽지박사장&김사장네', '은혜전복', '카페태희', '곽지식당', '해품', '탐라면', '몬스터살롱', '카페 소바니', '미인계 카페', '마레벤또', '수타명가', '하우스레서피', '곽지BAR다', '매기의 추억', '메리앤폴', '반딧불한담', '로맨틱하드보일드', '맛있는 여가생활', '안트레', '귀덕간식']","['켄싱턴리조트 제주 한림점', '해변산책펜션', '제주가온29', '허브인휴양펜션', '오누게스트하우스', '라신비', '제주별바람', '퐁낭하우스제주', '발로바쉬', '에코그린리조트', '모물펜션', '제주토비스콘도', '한담풍경하우스', '제주도연게스트하우스', '오후여섯시펜션', '콤포스텔라 별들의들판']","['샘스제주캔들', '한마음한라봉']","코카콜라를 주제로 한 수집품 전시&테마 카페 - 커피콕, 체리콕이 대표메뉴",화요일 휴무,"평일 : 10:00 ~ 19:00 , 주말 : 10:00 ~ 19:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,,카페
키친오즈,음식점,제주시 한림읍 협재로 208,"['카페 ', '파스타 ', '음료', '애견동반 ', '핑크뮬리']",2,46,28,0,0,6823,1,"['협재해수욕장', '한림공원', '금능해수욕장', '협재굴(한림공원)', '금능석물원', '쌍용굴(한림공원)', '더마카트', '황금굴(한림공원)', '제주돌마을공원', '제주올레 14코스', '프랑스샤르망', '라온승마클럽', '명월팽나무군락', '명월성지', '봉쥬르봉봉', '액티브파크', '협재포구', '금능포구', '기독교순례길 2코스(순교의길)', '배령연대', '옹포포구', '느지리오름(망오름)', '바릇스파', '라온주 실내체험동물원', '새시물', '썬플라워의원']","['피어22', '협재해녀의집', '수우동', '독개물항', '명월국민학교', '제주맥주 양조장', '제갈양', '돌하르방식당', '카페쉼표', '한치앞도모를바다', '야자수 식당', '우무(umu)', '면뽑는선생 만두빚는아내', '도나토스', '성아시', '테이크파이브재즈클럽', '비올레제주', '협재국수가게(구 청산식당)', '하몽인제주', '더꽃돈', '제주맥주', '카페헤밍웨이', '문쏘', '다람쥐 식탁', '알라스카인제주 협재점', '옹포별장가든', '돼지굽는정원', '제주틈', '어애랑', '협재칼치', '봉끄랑횟집', '블루밍제이', '협재삼춘네횟집', 'And유Café', '달리북카페']","['inn jeju 인제주 게스트하우스', '객의하우스', '나무처럼 게스트하우스', '하늘고래', '라온호텔앤리조트', '홍익제주호텔', '달달하우스', '쫄깃센터', '제주스웨덴리조트펜션', '민박바당집', '카이리조트', '해바라기', '비파민박', '민박하얀집', '코코스펜션', '제주해조대펜션', '오시록헌펜션', '이쁜새이쁘게노래하고펜션', '협재해오름펜션', '단추스테이', '알로하민박', '라파로마휴양펜션', '에너벨리민박', '거드락지민박', 'For 安(포안)', '삼보민박', '쉼게스트하우스', '제주마로펜션', '초록하우스', '민박집섶낭', '해피데이 민박', '해피데이', '소낭재', '우연히 행복해지다', '마레카펜션']","['라온명품관', '제주소랑', '서쪽가게']",가을이면 핑크뮬리로 몽환적인 느낌이 나는 키친카페,화요일휴무 주문마감 18:00,"평일 : 10:00 ~ 18:30 , 주말 : 10:00 ~ 18:30",,,,,,,카드결제,,,,,,,,,,,,,,,,,,,,,,,,,,,카페
돈사돈,음식점,제주특별자치도 제주시 우평로 19,"['근고기 ', '연탄구이 ', '목살', '오겹살 ', '흑돼지']",23,452,27,0,0,36948,42,"['이호테우말등대', '한라수목원', '아날로그감귤밭', '신비의도로카트체험장', '브릭캠퍼스', '누웨마루거리(구 바오젠)', '아이스뮤지엄', '제주올레 17코스', '이호테우해수욕장', '알작지해변', '플레이박스VR', '제주 카카오캠핑', '제주 이호털보 배낚시', '페인터즈:히어로 제주', '무수천', '이호-내도 해안도로', '민오름(조천읍)', '손방둥이', '수목원테마공원(야시장길&LED공원)', '이호털보네배낚시', '레이저서바이벌M', '현사포구', '방일리공원', '중앙병원']","['순옥이네 명가', '명당양과', '생돈우리', '천해천', '흑돈가', '늘봄흑돼지', '제주올레냉면 제주노형점', '삼무국수', '연동마라도횟집', '제주 어가', '웅스키친', '돈사촌 외도점', '황금어장(제주시)', '보스코화덕피자', '레드팬더', '아라파파 a la papa', '동도원', '삼대국수회관 신제주점', '광원', '모메존', '흑돼지킹생구이전문점', '제라한보쌈', '망고홀릭 제주본점', '남해횟집', '탕궁훠궈', '올래어촌', '라지마할 RAJMAHAL', '하와이새우트럭', '황궁쟁반탐라원', '딤섬9898', '애월바베', '미풍해장국 신제주점', '73st', '포도원흑돼지', '거부한정식(신제주점)', '우수미회센타', '노조미', '제스피', '우림일식', '겐짱야', '달테이블', '만부정', '청해원', '승범이네집']","['메종글래드 제주', '신라스테이 제주', '베스트웨스턴제주호텔', '롯데시티호텔제주', '하워드존슨 제주 연동 호텔', '베니키아 아이진호텔', '몽돌바당', '호텔레오', '밸류호텔 월드와이드 제주', '아트모텔', '제주메이플호텔', '호텔 스카이파크 제주1호점', '빌림', '가이아호텔', '다이아몬드 호텔', '도일모텔', '디셈버호텔', '비스타리조트', '늘송파크텔', '내도바당펜션', '썬비치리조트', '호텔더원', '씨앤관광호텔', '호텔제이엠', '제주인호텔', '예다움휴양펜션', '스토리하우스펜션']","['제주시민속오일장(제주오일장)', '자연이야기', '인한복', '모이소']","제주 흑돼지 근고기 연탄구이집으로, 양질의 고기뿐만 아니라 연예인들의 방문 후기와 TV출연으로도 유명해진 곳, KOREAT JEJU TOP10 선정",둘째주 화요일 휴무 / 마지막 주문은 20:20,"평일 : 12:30 ~ 22:00 , 주말 : 12:30 ~ 22:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,,한식
